!Header: VOA , dimensions: NSAV_COMM*REG [15*7], description: Value of commodity i output in region r
Intermediate,S_America,N_America,impcost,201079.57813
pdr,ROW,N_America,impcost,1.54211348854005E-0003
wht,ROW,N_America,impcost,0.040379945189
gro,ROW,N_America,impcost,0.033725805581
osd,ROW,N_America,impcost,0.057250481099
others,ROW,N_America,impcost,0.19181673229
Intermediate,ROW,N_America,impcost,13.01792717
pdr,Africa,Oceania,impcost,0.8052495122
wht,Africa,Oceania,impcost,3.0444383621
gro,Africa,Oceania,impcost,4.5842623711
osd,Africa,Oceania,impcost,2.4095613956
others,Africa,Oceania,impcost,96.62071991
Intermediate,Africa,Oceania,impcost,5619.3271484
pdr,Asia,Oceania,impcost,11.173377037
wht,Asia,Oceania,impcost,1.6230893135
gro,Asia,Oceania,impcost,4.1470336914
osd,Asia,Oceania,impcost,19.118980408
others,Asia,Oceania,impcost,633.3661499
Intermediate,Asia,Oceania,impcost,166603.40625
pdr,Europe,Oceania,impcost,0.11752727628
wht,Europe,Oceania,impcost,2.7963354588
gro,Europe,Oceania,impcost,2.7003941536
osd,Europe,Oceania,impcost,1.7103146315
others,Europe,Oceania,impcost,218.1578064
Intermediate,Europe,Oceania,impcost,77860.445313
pdr,N_America,Oceania,impcost,0.44943270087
wht,N_America,Oceania,impcost,0.98120778799
gro,N_America,Oceania,impcost,3.7582705021
osd,N_America,Oceania,impcost,4.2652549744
others,N_America,Oceania,impcost,439.12258911
Intermediate,N_America,Oceania,impcost,48820.769531
pdr,Oceania,Oceania,impcost,2.5201356411
wht,Oceania,Oceania,impcost,331.55078125
gro,Oceania,Oceania,impcost,21.870492935
osd,Oceania,Oceania,impcost,5.6978592873
others,Oceania,Oceania,impcost,532.87908936
Intermediate,Oceania,Oceania,impcost,26405.486328
pdr,S_America,Oceania,impcost,0.030198017135
wht,S_America,Oceania,impcost,0.096501000226
gro,S_America,Oceania,impcost,4.8762154579
osd,S_America,Oceania,impcost,14.093844414
others,S_America,Oceania,impcost,278.17611694
Intermediate,S_America,Oceania,impcost,4968.5424805
pdr,ROW,Oceania,impcost,6.57880505627872E-0009
wht,ROW,Oceania,impcost,2.55917035974562E-0003
gro,ROW,Oceania,impcost,2.20169010572135E-0003
osd,ROW,Oceania,impcost,4.27364930510521E-0003
others,ROW,Oceania,impcost,0.014867332764
Intermediate,ROW,Oceania,impcost,1.1510490179
pdr,Africa,S_America,impcost,1.1641634703
wht,Africa,S_America,impcost,4.0148215294
gro,Africa,S_America,impcost,6.9246873856
osd,Africa,S_America,impcost,6.1470623016
others,Africa,S_America,impcost,264.9414978
Intermediate,Africa,S_America,impcost,18759.091797
pdr,Asia,S_America,impcost,3.9916739464
wht,Asia,S_America,impcost,3.5965120792
gro,Asia,S_America,impcost,7.0791339874
osd,Asia,S_America,impcost,16.594873428
others,Asia,S_America,impcost,782.94030762
Intermediate,Asia,S_America,impcost,219785.42188
pdr,Europe,S_America,impcost,0.50155007839
wht,Europe,S_America,impcost,268.58059692
gro,Europe,S_America,impcost,16.198877335
osd,Europe,S_America,impcost,15.561149597
others,Europe,S_America,impcost,577.61395264
Intermediate,Europe,S_America,impcost,184416.78125
pdr,N_America,S_America,impcost,258.91210938
wht,N_America,S_America,impcost,3053.4467773
gro,N_America,S_America,impcost,2062.6652832
osd,N_America,S_America,impcost,386.97528076
others,N_America,S_America,impcost,2456.8564453
Intermediate,N_America,S_America,impcost,205777.92188
pdr,Oceania,S_America,impcost,0.074877344072
wht,Oceania,S_America,impcost,0.58854293823
gro,Oceania,S_America,impcost,13.919598579
osd,Oceania,S_America,impcost,2.1844649315
others,Oceania,S_America,impcost,32.235187531
Intermediate,Oceania,S_America,impcost,5224.2661133
pdr,S_America,S_America,impcost,364.18145752
wht,S_America,S_America,impcost,2139.3081055
gro,S_America,S_America,impcost,3031.4333496
osd,S_America,S_America,impcost,561.37487793
others,S_America,S_America,impcost,3709.729248
Intermediate,S_America,S_America,impcost,167638.48438
pdr,ROW,S_America,impcost,1.92596232295728E-0008
wht,ROW,S_America,impcost,7.61498278006911E-0003
gro,ROW,S_America,impcost,5.51648763939738E-0003
osd,ROW,S_America,impcost,0.011453572661
others,ROW,S_America,impcost,0.037607170641
Intermediate,ROW,S_America,impcost,3.1868517399
pdr,Africa,ROW,impcost,3.30211070831865E-0004
wht,Africa,ROW,impcost,1.66795880068094E-0003
gro,Africa,ROW,impcost,2.12501152418554E-0003
osd,Africa,ROW,impcost,3.11248516663909E-0003
others,Africa,ROW,impcost,0.012556628324
Intermediate,Africa,ROW,impcost,1.5299266577
pdr,Asia,ROW,impcost,1.50008860509842E-0003
wht,Asia,ROW,impcost,0.041120935231
gro,Asia,ROW,impcost,0.034991640598
osd,Asia,ROW,impcost,0.061017841101
others,Asia,ROW,impcost,0.21435058117
Intermediate,Asia,ROW,impcost,16.737264633
pdr,Europe,ROW,impcost,1.85220798698538E-0007
wht,Europe,ROW,impcost,0.040311198682
gro,Europe,ROW,impcost,0.033514346927
osd,Europe,ROW,impcost,0.060260843486
others,Europe,ROW,impcost,0.19949044287
Intermediate,Europe,ROW,impcost,15.269788742
pdr,N_America,ROW,impcost,1.54206412844359E-0003
wht,N_America,ROW,impcost,0.040383923799
gro,N_America,ROW,impcost,0.033743664622
osd,N_America,ROW,impcost,0.057254794985
others,N_America,ROW,impcost,0.19023573399
Intermediate,N_America,ROW,impcost,13.391868591
pdr,Oceania,ROW,impcost,6.92832569093582E-0010
wht,Oceania,ROW,impcost,2.55920900963247E-0003
gro,Oceania,ROW,impcost,2.20146519131958E-0003
osd,Oceania,ROW,impcost,4.27362043410540E-0003
others,Oceania,ROW,impcost,0.014769940637
Intermediate,Oceania,ROW,impcost,1.1179599762
pdr,S_America,ROW,impcost,7.98001678958826E-0007
wht,S_America,ROW,impcost,7.61982379481196E-0003
gro,S_America,ROW,impcost,5.56674366816878E-0003
osd,S_America,ROW,impcost,0.011455683038
others,S_America,ROW,impcost,0.037585198879
Intermediate,S_America,ROW,impcost,3.2558288574
pdr,ROW,ROW,impcost,1.00000022484891E-0006
wht,ROW,ROW,impcost,1.00000193015148E-0006
gro,ROW,ROW,impcost,1.00000738711969E-0006
osd,ROW,ROW,impcost,1.00000352176721E-0006
others,ROW,ROW,impcost,4.00583621740225E-0006
Intermediate,ROW,ROW,impcost,5.57059502170887E-0005
pdr,Africa,Africa,mtax,0.63031768799
wht,Africa,Africa,mtax,3.6338653564
gro,Africa,Africa,mtax,10.272369385
osd,Africa,Africa,mtax,6.9877471924
others,Africa,Africa,mtax,188.24047852
Intermediate,Africa,Africa,mtax,3183.828125
pdr,Asia,Africa,mtax,5.6273117065
wht,Asia,Africa,mtax,7.1043395996
gro,Asia,Africa,mtax,3.0925064087
osd,Asia,Africa,mtax,7.3882904053
others,Asia,Africa,mtax,339.8840332
Intermediate,Asia,Africa,mtax,21429.125
pdr,Europe,Africa,mtax,1.2558629513
wht,Europe,Africa,mtax,560.25976563
gro,Europe,Africa,mtax,85.216308594
osd,Europe,Africa,mtax,1.3549041748
others,Europe,Africa,mtax,196.81835938
Intermediate,Europe,Africa,mtax,14406.015625
pdr,N_America,Africa,mtax,0.25726532936
wht,N_America,Africa,mtax,391.52636719
gro,N_America,Africa,mtax,12.337402344
osd,N_America,Africa,mtax,9.5874633789
others,N_America,Africa,mtax,51.721191406
Intermediate,N_America,Africa,mtax,3619.5039063
wht,Oceania,Africa,mtax,57.931945801
gro,Oceania,Africa,mtax,0.55944061279
osd,Oceania,Africa,mtax,0.68019199371
others,Oceania,Africa,mtax,2.4395446777
Intermediate,Oceania,Africa,mtax,348.70654297
pdr,S_America,Africa,mtax,0.014128684998
wht,S_America,Africa,mtax,116.44042969
gro,S_America,Africa,mtax,78.047485352
osd,S_America,Africa,mtax,19.697265625
others,S_America,Africa,mtax,138.2243042
Intermediate,S_America,Africa,mtax,2861.3144531
wht,ROW,Africa,mtax,3.79885314032435E-0005
gro,ROW,Africa,mtax,3.78111144527793E-0005
osd,ROW,Africa,mtax,1.54949026182294E-0004
others,ROW,Africa,mtax,1.25303585082292E-0003
Intermediate,ROW,Africa,mtax,0.10359430313
pdr,Africa,Asia,mtax,0.078929901123
wht,Africa,Asia,mtax,0.83640670776
gro,Africa,Asia,mtax,932.57385254
osd,Africa,Asia,mtax,72.054260254
others,Africa,Asia,mtax,451.80371094
Intermediate,Africa,Asia,mtax,2564.09375
pdr,Asia,Asia,mtax,55.949462891
wht,Asia,Asia,mtax,30.953125
gro,Asia,Asia,mtax,173.41186523
osd,Asia,Asia,mtax,1509.440918
others,Asia,Asia,mtax,3862.1601563
Intermediate,Asia,Asia,mtax,130648.75
pdr,Europe,Asia,mtax,0.70502972603
wht,Europe,Asia,mtax,140.54614258
gro,Europe,Asia,mtax,635.18798828
osd,Europe,Asia,mtax,33.464538574
others,Europe,Asia,mtax,577.25097656
Intermediate,Europe,Asia,mtax,55501
pdr,N_America,Asia,mtax,18.085327148
wht,N_America,Asia,mtax,754.6484375
gro,N_America,Asia,mtax,9638.4199219
osd,N_America,Asia,mtax,2606.7832031
others,N_America,Asia,mtax,1561.7402344
Intermediate,N_America,Asia,mtax,22622.25
pdr,Oceania,Asia,mtax,0.039519652724
wht,Oceania,Asia,mtax,272.90478516
gro,Oceania,Asia,mtax,194.4185791
osd,Oceania,Asia,mtax,27.149902344
others,Oceania,Asia,mtax,380.95410156
Intermediate,Oceania,Asia,mtax,6434.859375
pdr,S_America,Asia,mtax,5.45680522918701E-0003
wht,S_America,Asia,mtax,13.037567139
gro,S_America,Asia,mtax,499.8059082
osd,S_America,Asia,mtax,2175.7988281
others,S_America,Asia,mtax,517.96630859
Intermediate,S_America,Asia,mtax,4708.734375
pdr,ROW,Asia,mtax,2.91192391887307E-0003
wht,ROW,Asia,mtax,0.010111849755
gro,ROW,Asia,mtax,7.10046663880348E-0003
osd,ROW,Asia,mtax,0.017145071179
others,ROW,Asia,mtax,0.034056633711
Intermediate,ROW,Asia,mtax,1.0176105499
pdr,Africa,Europe,mtax,0.13283157349
wht,Africa,Europe,mtax,0.33303833008
gro,Africa,Europe,mtax,2.6218719482
osd,Africa,Europe,mtax,12.001266479
others,Africa,Europe,mtax,433.85742188
Intermediate,Africa,Europe,mtax,589.40625
pdr,Asia,Europe,mtax,16.669891357
wht,Asia,Europe,mtax,112.48660278
gro,Asia,Europe,mtax,5.0776672363
osd,Asia,Europe,mtax,12.679260254
others,Asia,Europe,mtax,505.01269531
Intermediate,Asia,Europe,mtax,36975.25
pdr,Europe,Europe,mtax,16.996734619
wht,Europe,Europe,mtax,930.6953125
gro,Europe,Europe,mtax,266.16992188
osd,Europe,Europe,mtax,132.55566406
others,Europe,Europe,mtax,1456.7382813
Intermediate,Europe,Europe,mtax,23560.5
pdr,N_America,Europe,mtax,32.578010559
wht,N_America,Europe,mtax,397.7479248
gro,N_America,Europe,mtax,14.451599121
osd,N_America,Europe,mtax,26.750244141
others,N_America,Europe,mtax,268.39355469
Intermediate,N_America,Europe,mtax,9406.5625
pdr,Oceania,Europe,mtax,0.046421945095
wht,Oceania,Europe,mtax,4.7133560181
gro,Oceania,Europe,mtax,6.2319526672
osd,Oceania,Europe,mtax,0.026489257813
others,Oceania,Europe,mtax,56.15447998
Intermediate,Oceania,Europe,mtax,1781.5976563
pdr,S_America,Europe,mtax,7.2697906494
wht,S_America,Europe,mtax,110.68424988
gro,S_America,Europe,mtax,46.151367188
osd,S_America,Europe,mtax,80.503417969
others,S_America,Europe,mtax,946.03710938
Intermediate,S_America,Europe,mtax,5621.390625
wht,ROW,Europe,mtax,2.73348391056061E-0003
gro,ROW,Europe,mtax,1.73179060220718E-0003
osd,ROW,Europe,mtax,1.24359875917434E-0003
others,ROW,Europe,mtax,7.31779634952545E-0003
Intermediate,ROW,Europe,mtax,0.27575683594
pdr,Africa,N_America,mtax,5.34534454345703E-0004
wht,Africa,N_America,mtax,0.10569953918
gro,Africa,N_America,mtax,24.079620361
osd,Africa,N_America,mtax,0.07536315918
others,Africa,N_America,mtax,19.474609375
Intermediate,Africa,N_America,mtax,345.671875
pdr,Asia,N_America,mtax,1.0238494873
wht,Asia,N_America,mtax,0.074413299561
gro,Asia,N_America,mtax,0.064746856689
osd,Asia,N_America,mtax,0.11968994141
others,Asia,N_America,mtax,80.436523438
Intermediate,Asia,N_America,mtax,29331.125
pdr,Europe,N_America,mtax,0.016771674156
wht,Europe,N_America,mtax,0.38542938232
gro,Europe,N_America,mtax,0.018020629883
osd,Europe,N_America,mtax,0.03434753418
others,Europe,N_America,mtax,110.16113281
Intermediate,Europe,N_America,mtax,7531.0625
wht,N_America,N_America,mtax,3.1960449219
gro,N_America,N_America,mtax,4.6025390625
osd,N_America,N_America,mtax,3.1127929688
others,N_America,N_America,mtax,62.533203125
Intermediate,N_America,N_America,mtax,3487.375
pdr,Oceania,N_America,mtax,1.11103057861328E-0004
wht,Oceania,N_America,mtax,0.15360844135
gro,Oceania,N_America,mtax,0.21195995808
osd,Oceania,N_America,mtax,0.035497665405
others,Oceania,N_America,mtax,3.0792236328
Intermediate,Oceania,N_America,mtax,419.3203125
pdr,S_America,N_America,mtax,0.090996742249
wht,S_America,N_America,mtax,0.038009166718
gro,S_America,N_America,mtax,0.12521362305
osd,S_America,N_America,mtax,5.7366333008
others,S_America,N_America,mtax,128.62695313
Intermediate,S_America,N_America,mtax,1442.21875
pdr,ROW,N_America,mtax,2.37216008827090E-0005
wht,ROW,N_America,mtax,1.61356478929520E-0003
gro,ROW,N_America,mtax,4.10318374633789E-0004
osd,ROW,N_America,mtax,6.04767352342606E-0004
others,ROW,N_America,mtax,5.63554465770721E-0003
Intermediate,ROW,N_America,mtax,0.15786933899
osd,Africa,Oceania,mtax,8.01324844360352E-0004
others,Africa,Oceania,mtax,0.92632293701
Intermediate,Africa,Oceania,mtax,112.70849609
pdr,Asia,Oceania,mtax,4.63581085205078E-0003
gro,Asia,Oceania,mtax,0.035068035126
osd,Asia,Oceania,mtax,0.07426071167
others,Asia,Oceania,mtax,2.3164672852
Intermediate,Asia,Oceania,mtax,6607.96875
pdr,Europe,Oceania,mtax,3.34344804286957E-0004
osd,Europe,Oceania,mtax,8.48174095153809E-0004
others,Europe,Oceania,mtax,3.6803131104
Intermediate,Europe,Oceania,mtax,2670.078125
pdr,N_America,Oceania,mtax,0.018370211124
gro,N_America,Oceania,mtax,5.12719154357910E-0003
osd,N_America,Oceania,mtax,3.89671325683594E-0003
others,N_America,Oceania,mtax,1.8798522949
Intermediate,N_America,Oceania,mtax,498.86328125
pdr,Oceania,Oceania,mtax,0.07472205162
wht,Oceania,Oceania,mtax,0.36129760742
gro,Oceania,Oceania,mtax,0.15035629272
osd,Oceania,Oceania,mtax,0.042467594147
others,Oceania,Oceania,mtax,18.124389648
Intermediate,Oceania,Oceania,mtax,442.21875
gro,S_America,Oceania,mtax,3.33309173583984E-0003
osd,S_America,Oceania,mtax,0.20331764221
others,S_America,Oceania,mtax,0.37246704102
Intermediate,S_America,Oceania,mtax,35.361328125
osd,ROW,Oceania,mtax,2.62991525232792E-0005
others,ROW,Oceania,mtax,5.37559390068054E-0005
Intermediate,ROW,Oceania,mtax,0.025500059128
pdr,Africa,S_America,mtax,5.36322593688965E-0004
wht,Africa,S_America,mtax,0.019263744354
gro,Africa,S_America,mtax,0.019844055176
osd,Africa,S_America,mtax,0.20780897141
others,Africa,S_America,mtax,25.855957031
Intermediate,Africa,S_America,mtax,275.96875
pdr,Asia,S_America,mtax,0.50078344345
wht,Asia,S_America,mtax,0.026265144348
gro,Asia,S_America,mtax,0.062451839447
osd,Asia,S_America,mtax,1.2275676727
others,Asia,S_America,mtax,83.613525391
Intermediate,Asia,S_America,mtax,19008.640625
pdr,Europe,S_America,mtax,0.054223060608
wht,Europe,S_America,mtax,1.0323791504
gro,Europe,S_America,mtax,0.92127990723
osd,Europe,S_America,mtax,0.68637657166
others,Europe,S_America,mtax,47.504943848
Intermediate,Europe,S_America,mtax,10947.03125
pdr,N_America,S_America,mtax,53.997497559
wht,N_America,S_America,mtax,135.29394531
gro,N_America,S_America,mtax,203.12475586
osd,N_America,S_America,mtax,19.952545166
others,N_America,S_America,mtax,203.66455078
Intermediate,N_America,S_America,mtax,9647.828125
pdr,Oceania,S_America,mtax,0.021790519357
wht,Oceania,S_America,mtax,0.018971323967
gro,Oceania,S_America,mtax,1.3671226501
osd,Oceania,S_America,mtax,0.094636440277
others,Oceania,S_America,mtax,0.7582321167
Intermediate,Oceania,S_America,mtax,337.99267578
pdr,S_America,S_America,mtax,12.561584473
wht,S_America,S_America,mtax,0.73803710938
gro,S_America,S_America,mtax,112.84204102
osd,S_America,S_America,mtax,8.2075805664
others,S_America,S_America,mtax,55.580078125
Intermediate,S_America,S_America,mtax,3199.375
wht,ROW,S_America,mtax,4.34154178947210E-0004
gro,ROW,S_America,mtax,2.39956658333540E-0004
osd,ROW,S_America,mtax,6.71071000397205E-0004
others,ROW,S_America,mtax,3.28650698065758E-0003
Intermediate,ROW,S_America,mtax,0.2715075016
!Header: BI03, dimensions: TRAD_COMM*REG*REG*MKTVALUE [6*7*7*2], description: Decomposition of cif values - CIFDECOMP
TRAD_COMM,REG,REG,MKTVALUE,Value
pdr,Africa,Africa,fob,35.160175323
wht,Africa,Africa,fob,135.44070435
gro,Africa,Africa,fob,392.78274536
osd,Africa,Africa,fob,143.95863342
others,Africa,Africa,fob,2552.3007813
Intermediate,Africa,Africa,fob,56058.515625
pdr,Asia,Africa,fob,109.75588226
wht,Asia,Africa,fob,280.90625
gro,Asia,Africa,fob,20.145336151
osd,Asia,Africa,fob,140.90794373
others,Asia,Africa,fob,2036.3325195
Intermediate,Asia,Africa,fob,222214.59375
pdr,Europe,Africa,fob,3.2553491592
wht,Europe,Africa,fob,9118.8642578
gro,Europe,Africa,fob,1309.4681396
osd,Europe,Africa,fob,117.37448883
others,Europe,Africa,fob,1967.9455566
Intermediate,Europe,Africa,fob,239150.65625
pdr,N_America,Africa,fob,3.1121020317
wht,N_America,Africa,fob,5523.3061523
gro,N_America,Africa,fob,1230.5291748
osd,N_America,Africa,fob,611.09100342
others,N_America,Africa,fob,575.78289795
Intermediate,N_America,Africa,fob,61749.34375
pdr,Oceania,Africa,fob,0.16868679225
wht,Oceania,Africa,fob,631.63134766
gro,Oceania,Africa,fob,20.238653183
osd,Oceania,Africa,fob,3.2933783531
others,Oceania,Africa,fob,154.21934509
Intermediate,Oceania,Africa,fob,6088.1762695
pdr,S_America,Africa,fob,7.6211571693
wht,S_America,Africa,fob,1586.9239502
gro,S_America,Africa,fob,1885.3756104
osd,S_America,Africa,fob,526.57580566
others,S_America,Africa,fob,676.61248779
Intermediate,S_America,Africa,fob,27338.779297
pdr,ROW,Africa,fob,8.56355963918531E-0009
wht,ROW,Africa,fob,1.40305934473872E-0003
gro,ROW,Africa,fob,1.19757268112152E-0003
osd,ROW,Africa,fob,2.34033842571080E-0003
others,ROW,Africa,fob,8.79690609872341E-0003
Intermediate,ROW,Africa,fob,1.3036750555
pdr,Africa,Asia,fob,22.697870255
wht,Africa,Asia,fob,30.848720551
gro,Africa,Asia,fob,349.53869629
osd,Africa,Asia,fob,872.1217041
others,Africa,Asia,fob,7753.6357422
Intermediate,Africa,Asia,fob,179908.90625
pdr,Asia,Asia,fob,465.07119751
wht,Asia,Asia,fob,1308.1087646
gro,Asia,Asia,fob,1888.7053223
osd,Asia,Asia,fob,1977.7808838
others,Asia,Asia,fob,32930.925781
Intermediate,Asia,Asia,fob,3481515.25
pdr,Europe,Asia,fob,3.4988696575
wht,Europe,Asia,fob,2349.0817871
gro,Europe,Asia,fob,3505.6240234
osd,Europe,Asia,fob,745.60943604
others,Europe,Asia,fob,3872.3481445
Intermediate,Europe,Asia,fob,1266678
pdr,N_America,Asia,fob,189.18695068
wht,N_America,Asia,fob,7922.921875
gro,N_America,Asia,fob,9714.4902344
osd,N_America,Asia,fob,21217.4375
others,N_America,Asia,fob,14387.022461
Intermediate,N_America,Asia,fob,638840.375
pdr,Oceania,Asia,fob,0.21677775681
wht,Oceania,Asia,fob,5253.7207031
gro,Oceania,Asia,fob,1503.836792
osd,Oceania,Asia,fob,330.26800537
others,Oceania,Asia,fob,5081.2895508
Intermediate,Oceania,Asia,fob,224403.78125
pdr,S_America,Asia,fob,1.1440991163
wht,S_America,Asia,fob,405.25622559
gro,S_America,Asia,fob,3267.7727051
osd,S_America,Asia,fob,19625.011719
others,S_America,Asia,fob,6293.4882813
Intermediate,S_America,Asia,fob,202089.125
pdr,ROW,Asia,fob,1.19378603994846E-0003
wht,ROW,Asia,fob,0.038185406476
gro,ROW,Asia,fob,0.032098323107
osd,ROW,Asia,fob,0.051781833172
others,ROW,Asia,fob,0.18680183589
Intermediate,ROW,Asia,fob,15.943378448
pdr,Africa,Europe,fob,19.936023712
wht,Africa,Europe,fob,67.499198914
gro,Africa,Europe,fob,192.11961365
osd,Africa,Europe,fob,187.22039795
others,Africa,Europe,fob,13625.114258
Intermediate,Africa,Europe,fob,228606.73438
pdr,Asia,Europe,fob,440.95953369
wht,Asia,Europe,fob,242.65322876
gro,Asia,Europe,fob,83.871284485
osd,Asia,Europe,fob,683.30609131
others,Asia,Europe,fob,12031.814453
Intermediate,Asia,Europe,fob,1510229.75
pdr,Europe,Europe,fob,321.9987793
wht,Europe,Europe,fob,9702.8613281
gro,Europe,Europe,fob,9336.8955078
osd,Europe,Europe,fob,8509.7236328
others,Europe,Europe,fob,58693.246094
Intermediate,Europe,Europe,fob,5378570
pdr,N_America,Europe,fob,98.249725342
wht,N_America,Europe,fob,1577.4317627
gro,N_America,Europe,fob,712.77496338
osd,N_America,Europe,fob,2511.0488281
others,N_America,Europe,fob,6190.9375
Intermediate,N_America,Europe,fob,653277.4375
pdr,Oceania,Europe,fob,0.70367819071
wht,Oceania,Europe,fob,93.405838013
gro,Oceania,Europe,fob,31.768299103
osd,Oceania,Europe,fob,534.05877686
others,Oceania,Europe,fob,868.27606201
Intermediate,Oceania,Europe,fob,39441.121094
pdr,S_America,Europe,fob,157.87188721
wht,S_America,Europe,fob,200.19944763
gro,S_America,Europe,fob,667.51409912
osd,S_America,Europe,fob,5305.9619141
others,S_America,Europe,fob,20190.916016
Intermediate,S_America,Europe,fob,165621.64063
pdr,ROW,Europe,fob,9.01631906913281E-0008
wht,ROW,Europe,fob,0.037414360791
gro,ROW,Europe,fob,0.030943891034
osd,ROW,Europe,fob,0.051236622036
others,ROW,Europe,fob,0.17638726532
Intermediate,ROW,Europe,fob,15.396881104
pdr,Africa,N_America,fob,5.7214093208
wht,Africa,N_America,fob,21.74174118
gro,Africa,N_America,fob,395.84020996
osd,Africa,N_America,fob,34.245037079
others,Africa,N_America,fob,2192.0004883
Intermediate,Africa,N_America,fob,127648.0625
pdr,Asia,N_America,fob,77.777229309
wht,Asia,N_America,fob,10.305411339
gro,Asia,N_America,fob,29.874080658
osd,Asia,N_America,fob,220.49354553
others,Asia,N_America,fob,4553.090332
Intermediate,Asia,N_America,fob,1246412.875
pdr,Europe,N_America,fob,1.2732378244
wht,Europe,N_America,fob,29.939729691
gro,Europe,N_America,fob,28.943433762
osd,Europe,N_America,fob,32.644329071
others,Europe,N_America,fob,1798.4648438
Intermediate,Europe,N_America,fob,734126.9375
pdr,N_America,N_America,fob,317.74508667
wht,N_America,N_America,fob,1988.9279785
gro,N_America,N_America,fob,4474.1010742
osd,N_America,N_America,fob,3885.1960449
others,N_America,N_America,fob,16609.304688
Intermediate,N_America,N_America,fob,976473.25
pdr,Oceania,N_America,fob,0.86008650064
wht,Oceania,N_America,fob,0.70019084215
gro,Oceania,N_America,fob,1.7375720739
osd,Oceania,N_America,fob,23.322036743
others,Oceania,N_America,fob,309.78125
Intermediate,Oceania,N_America,fob,27601.945313
pdr,S_America,N_America,fob,9.7112531662
wht,S_America,N_America,fob,0.58459103107
gro,S_America,N_America,fob,276.62243652
osd,S_America,N_America,fob,299.71768188
others,S_America,N_America,fob,14803.391602
Intermediate,S_America,N_America,fob,192244.1875
pdr,ROW,N_America,fob,1.40189460944384E-0003
wht,ROW,N_America,fob,0.037642028183
gro,ROW,N_America,fob,0.031188288704
osd,ROW,N_America,fob,0.04869761318
others,ROW,N_America,fob,0.16883084178
Intermediate,ROW,N_America,fob,12.545005798
pdr,Africa,Oceania,fob,0.80496907234
wht,Africa,Oceania,fob,3.0393137932
gro,Africa,Oceania,fob,4.5780792236
osd,Africa,Oceania,fob,2.391053915
others,Africa,Oceania,fob,91.555152893
Intermediate,Africa,Oceania,fob,5484.2041016
pdr,Asia,Oceania,fob,10.465205193
wht,Asia,Oceania,fob,1.6057342291
gro,Asia,Oceania,fob,4.0404314995
osd,Asia,Oceania,fob,17.361085892
others,Asia,Oceania,fob,581.32208252
Intermediate,Asia,Oceania,fob,159236.85938
pdr,Europe,Oceania,fob,0.10416145623
wht,Europe,Oceania,fob,2.7748301029
gro,Europe,Oceania,fob,2.637969017
osd,Europe,Oceania,fob,1.5790935755
others,Europe,Oceania,fob,203.58963013
Intermediate,Europe,Oceania,fob,75670.101563
pdr,N_America,Oceania,fob,0.41485005617
wht,N_America,Oceania,fob,0.93234938383
gro,N_America,Oceania,fob,3.4262752533
osd,N_America,Oceania,fob,3.6559422016
others,N_America,Oceania,fob,379.66995239
Intermediate,N_America,Oceania,fob,47128.074219
pdr,Oceania,Oceania,fob,2.3287274837
wht,Oceania,Oceania,fob,305.77392578
gro,Oceania,Oceania,fob,20.342046738
osd,Oceania,Oceania,fob,5.1210045815
others,Oceania,Oceania,fob,431.3862915
Intermediate,Oceania,Oceania,fob,25204.003906
pdr,S_America,Oceania,fob,0.029893497005
wht,S_America,Oceania,fob,0.093972973526
gro,S_America,Oceania,fob,4.4846634865
osd,S_America,Oceania,fob,12.8796978
others,S_America,Oceania,fob,257.95593262
Intermediate,S_America,Oceania,fob,4807.2138672
pdr,ROW,Oceania,fob,6.57880505627872E-0009
wht,ROW,Oceania,fob,2.38564959727228E-0003
gro,ROW,Oceania,fob,2.03603995032609E-0003
osd,ROW,Oceania,fob,3.63519438542426E-0003
others,ROW,Oceania,fob,0.013047693297
Intermediate,ROW,Oceania,fob,1.1096589565
pdr,Africa,S_America,fob,1.16358006
wht,Africa,S_America,fob,4.00066185
gro,Africa,S_America,fob,6.9092321396
osd,Africa,S_America,fob,5.9524254799
others,Africa,S_America,fob,249.13305664
Intermediate,Africa,S_America,fob,18014.529297
pdr,Asia,S_America,fob,3.813138485
wht,Asia,S_America,fob,3.5906512737
gro,Asia,S_America,fob,6.8987317085
osd,Asia,S_America,fob,15.070503235
others,Asia,S_America,fob,710.92974854
Intermediate,Asia,S_America,fob,210205.4375
pdr,Europe,S_America,fob,0.46172073483
wht,Europe,S_America,fob,268.56463623
gro,Europe,S_America,fob,15.507558823
osd,Europe,S_America,fob,15.044268608
others,Europe,S_America,fob,515.17871094
Intermediate,Europe,S_America,fob,178457.09375
pdr,N_America,S_America,fob,232.90249634
wht,N_America,S_America,fob,2824.1953125
gro,N_America,S_America,fob,1869.5153809
osd,N_America,S_America,fob,320.00698853
others,N_America,S_America,fob,2194.2180176
Intermediate,N_America,S_America,fob,194496.60938
pdr,Oceania,S_America,fob,0.067336641252
wht,Oceania,S_America,fob,0.54495167732
gro,Oceania,S_America,fob,13.099279404
osd,Oceania,S_America,fob,2.0442326069
others,Oceania,S_America,fob,29.747686386
Intermediate,Oceania,S_America,fob,4972.5307617
pdr,S_America,S_America,fob,344.12799072
wht,S_America,S_America,fob,1975.0316162
gro,S_America,S_America,fob,2796.2412109
osd,S_America,S_America,fob,478.14550781
others,S_America,S_America,fob,3205.607666
Intermediate,S_America,S_America,fob,156589.32813
pdr,ROW,S_America,fob,1.92596232295728E-0008
