!Header: VOA , dimensions: NSAV_COMM*REG [15*7], description: Value of commodity i output in region r
osd,Asia,Africa,exprev,140.90794373
others,Asia,Africa,exprev,2036.4042969
Intermediate,Asia,Africa,exprev,217702.57813
pdr,Europe,Africa,exprev,3.2553491592
wht,Europe,Africa,exprev,9118.8642578
gro,Europe,Africa,exprev,1309.4681396
osd,Europe,Africa,exprev,117.37448883
others,Europe,Africa,exprev,1972.7769775
Intermediate,Europe,Africa,exprev,239062.42188
pdr,N_America,Africa,exprev,3.1121020317
wht,N_America,Africa,exprev,5537.5463867
gro,N_America,Africa,exprev,1230.5308838
osd,N_America,Africa,exprev,611.09100342
others,N_America,Africa,exprev,575.78289795
Intermediate,N_America,Africa,exprev,61597.972656
pdr,Oceania,Africa,exprev,0.16868679225
wht,Oceania,Africa,exprev,631.63134766
gro,Oceania,Africa,exprev,20.238653183
osd,Oceania,Africa,exprev,3.2933783531
others,Oceania,Africa,exprev,154.21934509
Intermediate,Oceania,Africa,exprev,6089.8500977
pdr,S_America,Africa,exprev,7.6211571693
wht,S_America,Africa,exprev,1586.9239502
gro,S_America,Africa,exprev,1885.3756104
osd,S_America,Africa,exprev,526.57580566
others,S_America,Africa,exprev,676.61248779
Intermediate,S_America,Africa,exprev,27150.523438
pdr,ROW,Africa,exprev,8.56355963918531E-0009
wht,ROW,Africa,exprev,1.40305934473872E-0003
gro,ROW,Africa,exprev,1.19757268112152E-0003
osd,ROW,Africa,exprev,2.34033842571080E-0003
others,ROW,Africa,exprev,8.79690609872341E-0003
Intermediate,ROW,Africa,exprev,1.2918641567
pdr,Africa,Asia,exprev,22.697870255
wht,Africa,Asia,exprev,30.848720551
gro,Africa,Asia,exprev,349.53869629
osd,Africa,Asia,exprev,872.1217041
others,Africa,Asia,exprev,7753.6357422
Intermediate,Africa,Asia,exprev,177553.42188
pdr,Asia,Asia,exprev,465.07119751
wht,Asia,Asia,exprev,1308.1087646
gro,Asia,Asia,exprev,1888.7053223
osd,Asia,Asia,exprev,1977.7808838
others,Asia,Asia,exprev,32970.808594
Intermediate,Asia,Asia,exprev,3449183.5
pdr,Europe,Asia,exprev,3.4988696575
wht,Europe,Asia,exprev,2349.0817871
gro,Europe,Asia,exprev,3505.6240234
osd,Europe,Asia,exprev,745.60943604
others,Europe,Asia,exprev,3878.5820313
Intermediate,Europe,Asia,exprev,1241922.75
pdr,N_America,Asia,exprev,189.18695068
wht,N_America,Asia,exprev,7922.9223633
gro,N_America,Asia,exprev,9714.5058594
osd,N_America,Asia,exprev,21217.4375
others,N_America,Asia,exprev,14387.022461
Intermediate,N_America,Asia,exprev,637312.9375
pdr,Oceania,Asia,exprev,0.21677775681
wht,Oceania,Asia,exprev,5253.7207031
gro,Oceania,Asia,exprev,1503.836792
osd,Oceania,Asia,exprev,330.26800537
others,Oceania,Asia,exprev,5081.2895508
Intermediate,Oceania,Asia,exprev,224454.42188
pdr,S_America,Asia,exprev,1.1440991163
wht,S_America,Asia,exprev,405.25622559
gro,S_America,Asia,exprev,3267.7727051
osd,S_America,Asia,exprev,19625.011719
others,S_America,Asia,exprev,6293.4882813
Intermediate,S_America,Asia,exprev,199791.5625
pdr,ROW,Asia,exprev,1.19378603994846E-0003
wht,ROW,Asia,exprev,0.038185406476
gro,ROW,Asia,exprev,0.032098323107
osd,ROW,Asia,exprev,0.051781833172
others,ROW,Asia,exprev,0.18680183589
Intermediate,ROW,Asia,exprev,15.809236526
pdr,Africa,Europe,exprev,19.936023712
wht,Africa,Europe,exprev,67.499198914
gro,Africa,Europe,exprev,192.11961365
osd,Africa,Europe,exprev,187.22039795
others,Africa,Europe,exprev,13625.352539
Intermediate,Africa,Europe,exprev,227217.28125
pdr,Asia,Europe,exprev,440.95953369
wht,Asia,Europe,exprev,242.65322876
gro,Asia,Europe,exprev,83.871284485
osd,Asia,Europe,exprev,683.30609131
others,Asia,Europe,exprev,12037.039063
Intermediate,Asia,Europe,exprev,1483819.625
pdr,Europe,Europe,exprev,321.9987793
wht,Europe,Europe,exprev,9702.8613281
gro,Europe,Europe,exprev,9336.8955078
osd,Europe,Europe,exprev,8509.7236328
others,Europe,Europe,exprev,58740.332031
Intermediate,Europe,Europe,exprev,5280108.5
pdr,N_America,Europe,exprev,98.249725342
wht,N_America,Europe,exprev,1582.1696777
gro,N_America,Europe,exprev,712.87231445
osd,N_America,Europe,exprev,2511.0488281
others,N_America,Europe,exprev,6190.9375
Intermediate,N_America,Europe,exprev,651929.9375
pdr,Oceania,Europe,exprev,0.70367819071
wht,Oceania,Europe,exprev,93.405838013
gro,Oceania,Europe,exprev,31.768299103
osd,Oceania,Europe,exprev,534.05877686
others,Oceania,Europe,exprev,868.27606201
Intermediate,Oceania,Europe,exprev,39424.660156
pdr,S_America,Europe,exprev,157.87188721
wht,S_America,Europe,exprev,200.19944763
gro,S_America,Europe,exprev,667.51409912
osd,S_America,Europe,exprev,5305.9619141
others,S_America,Europe,exprev,20190.916016
Intermediate,S_America,Europe,exprev,164247.89063
pdr,ROW,Europe,exprev,9.01631906913281E-0008
wht,ROW,Europe,exprev,0.037414360791
gro,ROW,Europe,exprev,0.030943891034
osd,ROW,Europe,exprev,0.051236622036
others,ROW,Europe,exprev,0.17638726532
Intermediate,ROW,Europe,exprev,15.247210503
pdr,Africa,N_America,exprev,5.7214093208
wht,Africa,N_America,exprev,21.74174118
gro,Africa,N_America,exprev,395.84020996
osd,Africa,N_America,exprev,34.245037079
others,Africa,N_America,exprev,2192.0007324
Intermediate,Africa,N_America,exprev,126485.21875
pdr,Asia,N_America,exprev,77.777229309
wht,Asia,N_America,exprev,10.305411339
gro,Asia,N_America,exprev,29.874080658
osd,Asia,N_America,exprev,220.49354553
others,Asia,N_America,exprev,4556.7407227
Intermediate,Asia,N_America,exprev,1216197.25
pdr,Europe,N_America,exprev,1.2732378244
wht,Europe,N_America,exprev,29.939729691
gro,Europe,N_America,exprev,28.943433762
osd,Europe,N_America,exprev,32.644329071
others,Europe,N_America,exprev,1801.4829102
Intermediate,Europe,N_America,exprev,728316.0625
pdr,N_America,N_America,exprev,317.74508667
wht,N_America,N_America,exprev,1989.7514648
gro,N_America,N_America,exprev,4474.8354492
osd,N_America,N_America,exprev,3885.1960449
others,N_America,N_America,exprev,16609.304688
Intermediate,N_America,N_America,exprev,976473.9375
pdr,Oceania,N_America,exprev,0.86008650064
wht,Oceania,N_America,exprev,0.70019084215
gro,Oceania,N_America,exprev,1.7375720739
osd,Oceania,N_America,exprev,23.322036743
others,Oceania,N_America,exprev,309.78125
Intermediate,Oceania,N_America,exprev,27603.216797
pdr,S_America,N_America,exprev,9.7112531662
wht,S_America,N_America,exprev,0.58459103107
gro,S_America,N_America,exprev,276.62243652
osd,S_America,N_America,exprev,299.71768188
others,S_America,N_America,exprev,14803.391602
Intermediate,S_America,N_America,exprev,190199.07813
pdr,ROW,N_America,exprev,1.40189460944384E-0003
wht,ROW,N_America,exprev,0.037642028183
gro,ROW,N_America,exprev,0.031188288704
osd,ROW,N_America,exprev,0.04869761318
others,ROW,N_America,exprev,0.16883084178
Intermediate,ROW,N_America,exprev,12.436846733
pdr,Africa,Oceania,exprev,0.80496907234
wht,Africa,Oceania,exprev,3.0393137932
gro,Africa,Oceania,exprev,4.5780792236
osd,Africa,Oceania,exprev,2.391053915
others,Africa,Oceania,exprev,91.555152893
Intermediate,Africa,Oceania,exprev,5409.2563477
pdr,Asia,Oceania,exprev,10.465205193
wht,Asia,Oceania,exprev,1.6057342291
gro,Asia,Oceania,exprev,4.0404314995
osd,Asia,Oceania,exprev,17.361085892
others,Asia,Oceania,exprev,581.87554932
Intermediate,Asia,Oceania,exprev,157437.3125
pdr,Europe,Oceania,exprev,0.10416145623
wht,Europe,Oceania,exprev,2.7748301029
gro,Europe,Oceania,exprev,2.637969017
osd,Europe,Oceania,exprev,1.5790935755
others,Europe,Oceania,exprev,203.67970276
Intermediate,Europe,Oceania,exprev,75271.335938
pdr,N_America,Oceania,exprev,0.41485005617
wht,N_America,Oceania,exprev,0.93234938383
gro,N_America,Oceania,exprev,3.4262752533
osd,N_America,Oceania,exprev,3.6559422016
others,N_America,Oceania,exprev,379.66995239
Intermediate,N_America,Oceania,exprev,46992.0625
pdr,Oceania,Oceania,exprev,2.3287274837
wht,Oceania,Oceania,exprev,305.77392578
gro,Oceania,Oceania,exprev,20.342046738
osd,Oceania,Oceania,exprev,5.1210045815
others,Oceania,Oceania,exprev,431.3862915
Intermediate,Oceania,Oceania,exprev,25156.933594
pdr,S_America,Oceania,exprev,0.029893497005
wht,S_America,Oceania,exprev,0.093972973526
gro,S_America,Oceania,exprev,4.4846634865
osd,S_America,Oceania,exprev,12.8796978
others,S_America,Oceania,exprev,257.95593262
Intermediate,S_America,Oceania,exprev,4778.3725586
pdr,ROW,Oceania,exprev,6.57880505627872E-0009
wht,ROW,Oceania,exprev,2.38564959727228E-0003
gro,ROW,Oceania,exprev,2.03603995032609E-0003
osd,ROW,Oceania,exprev,3.63519438542426E-0003
others,ROW,Oceania,exprev,0.013047693297
Intermediate,ROW,Oceania,exprev,1.0997720957
pdr,Africa,S_America,exprev,1.16358006
wht,Africa,S_America,exprev,4.00066185
gro,Africa,S_America,exprev,6.9092321396
osd,Africa,S_America,exprev,5.9524254799
others,Africa,S_America,exprev,249.13305664
Intermediate,Africa,S_America,exprev,17913.611328
pdr,Asia,S_America,exprev,3.813138485
wht,Asia,S_America,exprev,3.5906512737
gro,Asia,S_America,exprev,6.8987317085
osd,Asia,S_America,exprev,15.070503235
others,Asia,S_America,exprev,710.94665527
Intermediate,Asia,S_America,exprev,205954.51563
pdr,Europe,S_America,exprev,0.46172073483
wht,Europe,S_America,exprev,268.56463623
gro,Europe,S_America,exprev,15.507558823
osd,Europe,S_America,exprev,15.044268608
others,Europe,S_America,exprev,515.91369629
Intermediate,Europe,S_America,exprev,177892.40625
pdr,N_America,S_America,exprev,232.90249634
wht,N_America,S_America,exprev,2825.6418457
gro,N_America,S_America,exprev,1878.0379639
osd,N_America,S_America,exprev,320.00698853
others,N_America,S_America,exprev,2194.2180176
Intermediate,N_America,S_America,exprev,193857.125
pdr,Oceania,S_America,exprev,0.067336641252
wht,Oceania,S_America,exprev,0.54495167732
gro,Oceania,S_America,exprev,13.099279404
osd,Oceania,S_America,exprev,2.0442326069
others,Oceania,S_America,exprev,29.747686386
Intermediate,Oceania,S_America,exprev,4974.8833008
pdr,S_America,S_America,exprev,344.12799072
wht,S_America,S_America,exprev,1975.0316162
gro,S_America,S_America,exprev,2796.2412109
osd,S_America,S_America,exprev,478.14550781
others,S_America,S_America,exprev,3205.607666
Intermediate,S_America,S_America,exprev,154228.57813
pdr,ROW,S_America,exprev,1.92596232295728E-0008
wht,ROW,S_America,exprev,7.09865987300873E-0003
gro,ROW,S_America,exprev,5.10144699364901E-0003
osd,ROW,S_America,exprev,9.74248908460140E-0003
others,ROW,S_America,exprev,0.033005040139
Intermediate,ROW,S_America,exprev,3.0508668423
pdr,Africa,ROW,exprev,3.30211070831865E-0004
wht,Africa,ROW,exprev,1.56591006089001E-0003
gro,Africa,ROW,exprev,2.02759145759046E-0003
osd,Africa,ROW,exprev,2.70146084949374E-0003
others,Africa,ROW,exprev,0.011316097341
Intermediate,Africa,ROW,exprev,1.4588234425
pdr,Asia,ROW,exprev,1.38068769592791E-0003
wht,Asia,ROW,exprev,0.038343500346
gro,Asia,ROW,exprev,0.032380122691
osd,Asia,ROW,exprev,0.051923312247
others,Asia,ROW,exprev,0.18855939806
Intermediate,Asia,ROW,exprev,15.841468811
pdr,Europe,ROW,exprev,1.85220798698538E-0007
wht,Europe,ROW,exprev,0.037589848042
gro,Europe,ROW,exprev,0.030996756628
osd,Europe,ROW,exprev,0.051262069494
others,Europe,ROW,exprev,0.17502394319
Intermediate,Europe,ROW,exprev,14.605070114
pdr,N_America,ROW,exprev,1.40184536576271E-0003
wht,N_America,ROW,exprev,0.037646003067
gro,N_America,ROW,exprev,0.031206145883
osd,N_America,ROW,exprev,0.048701923341
others,N_America,ROW,exprev,0.16724985838
Intermediate,N_America,ROW,exprev,12.864200592
pdr,Oceania,ROW,exprev,6.92832569093582E-0010
wht,Oceania,ROW,exprev,2.38568801432848E-0003
gro,Oceania,ROW,exprev,2.03581503592432E-0003
osd,Oceania,ROW,exprev,3.63516528159380E-0003
others,Oceania,ROW,exprev,0.012950300239
Intermediate,Oceania,ROW,exprev,1.079761982
pdr,S_America,ROW,exprev,7.98001678958826E-0007
wht,S_America,ROW,exprev,7.10350042209029E-0003
gro,S_America,ROW,exprev,5.15170302242041E-0003
osd,S_America,ROW,exprev,9.74459946155548E-0003
others,S_America,ROW,exprev,0.032983072102
Intermediate,S_America,ROW,exprev,3.083193779
pdr,ROW,ROW,exprev,1.00000022484891E-0006
wht,ROW,ROW,exprev,1.00000193015148E-0006
gro,ROW,ROW,exprev,1.00000738711969E-0006
osd,ROW,ROW,exprev,1.00000352176721E-0006
others,ROW,ROW,exprev,4.00583621740225E-0006
Intermediate,ROW,ROW,exprev,5.57030216441490E-0005
Intermediate,Africa,Africa,xtax,1358.3828125
others,Asia,Africa,xtax,-0.07177734375
Intermediate,Asia,Africa,xtax,4512.015625
others,Europe,Africa,xtax,-4.8314208984
Intermediate,Europe,Africa,xtax,88.234375
wht,N_America,Africa,xtax,-14.240234375
gro,N_America,Africa,xtax,-1.70898437500000E-0003
Intermediate,N_America,Africa,xtax,151.37109375
Intermediate,Oceania,Africa,xtax,-1.673828125
Intermediate,S_America,Africa,xtax,188.25585938
Intermediate,ROW,Africa,xtax,0.011810898781
Intermediate,Africa,Asia,xtax,2355.484375
others,Asia,Asia,xtax,-39.8828125
Intermediate,Asia,Asia,xtax,32331.75
others,Europe,Asia,xtax,-6.2338867188
Intermediate,Europe,Asia,xtax,24755.25
wht,N_America,Asia,xtax,-4.88281250000000E-0004
gro,N_America,Asia,xtax,-0.015625
Intermediate,N_America,Asia,xtax,1527.4375
Intermediate,Oceania,Asia,xtax,-50.640625
Intermediate,S_America,Asia,xtax,2297.5625
Intermediate,ROW,Asia,xtax,0.134141922
others,Africa,Europe,xtax,-0.23828125
Intermediate,Africa,Europe,xtax,1389.453125
others,Asia,Europe,xtax,-5.224609375
Intermediate,Asia,Europe,xtax,26410.125
others,Europe,Europe,xtax,-47.0859375
Intermediate,Europe,Europe,xtax,98461.5
wht,N_America,Europe,xtax,-4.7379150391
gro,N_America,Europe,xtax,-0.097351074219
Intermediate,N_America,Europe,xtax,1347.5
Intermediate,Oceania,Europe,xtax,16.4609375
Intermediate,S_America,Europe,xtax,1373.75
Intermediate,ROW,Europe,xtax,0.14967060089
others,Africa,N_America,xtax,-2.44140625000000E-0004
Intermediate,Africa,N_America,xtax,1162.84375
others,Asia,N_America,xtax,-3.650390625
Intermediate,Asia,N_America,xtax,30215.625
others,Europe,N_America,xtax,-3.0180664063
Intermediate,Europe,N_America,xtax,5810.875
wht,N_America,N_America,xtax,-0.82348632813
gro,N_America,N_America,xtax,-0.734375
Intermediate,N_America,N_America,xtax,-0.6875
Intermediate,Oceania,N_America,xtax,-1.271484375
Intermediate,S_America,N_America,xtax,2045.109375
Intermediate,ROW,N_America,xtax,0.10815906525
Intermediate,Africa,Oceania,xtax,74.947753906
others,Asia,Oceania,xtax,-0.55346679688
Intermediate,Asia,Oceania,xtax,1799.546875
others,Europe,Oceania,xtax,-0.090072631836
Intermediate,Europe,Oceania,xtax,398.765625
Intermediate,N_America,Oceania,xtax,136.01171875
Intermediate,Oceania,Oceania,xtax,47.0703125
Intermediate,S_America,Oceania,xtax,28.841308594
Intermediate,ROW,Oceania,xtax,9.88686084747314E-0003
Intermediate,Africa,S_America,xtax,100.91796875
others,Asia,S_America,xtax,-0.016906738281
Intermediate,Asia,S_America,xtax,4250.921875
others,Europe,S_America,xtax,-0.73498535156
Intermediate,Europe,S_America,xtax,564.6875
wht,N_America,S_America,xtax,-1.4465332031
gro,N_America,S_America,xtax,-8.5225830078
Intermediate,N_America,S_America,xtax,639.484375
Intermediate,Oceania,S_America,xtax,-2.3525390625
Intermediate,S_America,S_America,xtax,2360.75
Intermediate,ROW,S_America,xtax,0.025856733322
Intermediate,Africa,ROW,xtax,0.019598007202
Intermediate,Asia,ROW,xtax,0.28469657898
Intermediate,Europe,ROW,xtax,0.11918830872
Intermediate,N_America,ROW,xtax,0.032094955444
Intermediate,Oceania,ROW,xtax,-2.93505191802979E-0003
Intermediate,S_America,ROW,xtax,0.054859399796
Intermediate,ROW,ROW,xtax,2.92857293970883E-0009
!Header: BI02, dimensions: TRAD_COMM*REG*REG*IMPVALUE [6*7*7*2], description: Decomposition of imports at market prices: VIMS=VIWS+MTAX
TRAD_COMM,REG,REG,IMPVALUE,Value
pdr,Africa,Africa,impcost,38.752544403
wht,Africa,Africa,impcost,143.4175415
gro,Africa,Africa,impcost,422.30587769
osd,Africa,Africa,impcost,170.82167053
others,Africa,Africa,impcost,2805.6005859
Intermediate,Africa,Africa,impcost,60907.167969
pdr,Asia,Africa,impcost,120.9200592
wht,Asia,Africa,impcost,285.37612915
gro,Asia,Africa,impcost,21.634899139
osd,Asia,Africa,impcost,155.60369873
others,Asia,Africa,impcost,2218.0480957
Intermediate,Asia,Africa,impcost,234400.10938
pdr,Europe,Africa,impcost,3.5329315662
wht,Europe,Africa,impcost,9862.7607422
gro,Europe,Africa,impcost,1399.7382813
osd,Europe,Africa,impcost,140.49430847
others,Europe,Africa,impcost,2164.7207031
Intermediate,Europe,Africa,impcost,250095.89063
pdr,N_America,Africa,impcost,3.262377739
wht,N_America,Africa,impcost,5984.5820313
gro,N_America,Africa,impcost,1356.015625
osd,N_America,Africa,impcost,722.09967041
others,N_America,Africa,impcost,624.72021484
Intermediate,N_America,Africa,impcost,64711.503906
pdr,Oceania,Africa,impcost,0.18109725416
wht,Oceania,Africa,impcost,648.97052002
gro,Oceania,Africa,impcost,22.712375641
osd,Oceania,Africa,impcost,3.650156498
others,Oceania,Africa,impcost,170.3188324
Intermediate,Oceania,Africa,impcost,6347.8085938
pdr,S_America,Africa,impcost,8.6318159103
wht,S_America,Africa,impcost,1671.6000977
gro,S_America,Africa,impcost,2035.8514404
osd,S_America,Africa,impcost,617.77166748
others,S_America,Africa,impcost,730.13452148
Intermediate,S_America,Africa,impcost,29086.591797
pdr,ROW,Africa,impcost,8.56355963918531E-0009
wht,ROW,Africa,impcost,1.50510796811431E-0003
gro,ROW,Africa,impcost,1.29499263130128E-0003
osd,ROW,Africa,impcost,2.75136274285614E-0003
others,ROW,Africa,impcost,0.01003743615
Intermediate,ROW,Africa,impcost,1.3483703136
pdr,Africa,Asia,impcost,24.388626099
wht,Africa,Asia,impcost,30.919647217
gro,Africa,Asia,impcost,370.11560059
osd,Africa,Asia,impcost,948.05096436
others,Africa,Asia,impcost,8516.5488281
Intermediate,Africa,Asia,impcost,189581.375
pdr,Asia,Asia,impcost,516.0748291
wht,Asia,Asia,impcost,1412.0758057
gro,Asia,Asia,impcost,2058.3637695
osd,Asia,Asia,impcost,2222.3535156
others,Asia,Asia,impcost,38857.585938
Intermediate,Asia,Asia,impcost,3653879.5
pdr,Europe,Asia,impcost,3.6672828197
wht,Europe,Asia,impcost,2468.6765137
gro,Europe,Asia,impcost,3728.1987305
osd,Europe,Asia,impcost,841.4498291
others,Europe,Asia,impcost,4384.4746094
Intermediate,Europe,Asia,impcost,1307457.25
pdr,N_America,Asia,impcost,210.86016846
wht,N_America,Asia,impcost,8557.2304688
gro,N_America,Asia,impcost,10714.869141
osd,N_America,Asia,impcost,25497.439453
others,N_America,Asia,impcost,16032.328125
Intermediate,N_America,Asia,impcost,664662.9375
pdr,Oceania,Asia,impcost,0.24554808438
wht,Oceania,Asia,impcost,5661.878418
gro,Oceania,Asia,impcost,1599.5385742
osd,Oceania,Asia,impcost,379.87811279
others,Oceania,Asia,impcost,5762.1713867
Intermediate,Oceania,Asia,impcost,251118.48438
pdr,S_America,Asia,impcost,1.28493011
wht,S_America,Asia,impcost,414.69699097
gro,S_America,Asia,impcost,3532.5107422
osd,S_America,Asia,impcost,23933.832031
others,S_America,Asia,impcost,6840.1938477
Intermediate,S_America,Asia,impcost,232706.25
pdr,ROW,Asia,impcost,1.31318683270365E-0003
wht,ROW,Asia,impcost,0.040962841362
gro,ROW,Asia,impcost,0.034709837288
osd,ROW,Asia,impcost,0.0608763583
others,ROW,Asia,impcost,0.21259303391
Intermediate,ROW,Asia,impcost,16.540664673
pdr,Africa,Europe,impcost,19.945133209
wht,Africa,Europe,impcost,67.560005188
gro,Africa,Europe,impcost,196.98158264
osd,Africa,Europe,impcost,204.7699585
others,Africa,Europe,impcost,15885.053711
Intermediate,Africa,Europe,impcost,237498.73438
pdr,Asia,Europe,impcost,499.90579224
wht,Asia,Europe,impcost,260.2789917
gro,Asia,Europe,impcost,89.851150513
osd,Asia,Europe,impcost,760.64672852
others,Asia,Europe,impcost,13559.105469
Intermediate,Asia,Europe,impcost,1566733
pdr,Europe,Europe,impcost,337.00180054
wht,Europe,Europe,impcost,10295.567383
gro,Europe,Europe,impcost,9876.5263672
osd,Europe,Europe,impcost,9114.2070313
others,Europe,Europe,impcost,63218.695313
Intermediate,Europe,Europe,impcost,5492038
pdr,N_America,Europe,impcost,108.72293854
wht,N_America,Europe,impcost,1671.9925537
gro,N_America,Europe,impcost,741.91326904
