!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
NSAV_COMM,REG,Value
Intermediate,osd,S_America,domestic,mktexp,6054.3911133
Land,others,S_America,domestic,mktexp,9279.7792969
UnSkLab,others,S_America,domestic,mktexp,13664.921875
SkLab,others,S_America,domestic,mktexp,267.79660034
Capital,others,S_America,domestic,mktexp,15645.486328
pdr,others,S_America,domestic,mktexp,21.386413574
wht,others,S_America,domestic,mktexp,33.412078857
gro,others,S_America,domestic,mktexp,31.363239288
osd,others,S_America,domestic,mktexp,15.607382774
others,others,S_America,domestic,mktexp,3881.1965332
Intermediate,others,S_America,domestic,mktexp,18224.712891
Land,Intermediate,S_America,domestic,mktexp,5624.4780273
UnSkLab,Intermediate,S_America,domestic,mktexp,398100.4375
SkLab,Intermediate,S_America,domestic,mktexp,199373.21875
Capital,Intermediate,S_America,domestic,mktexp,587645.25
NatRes,Intermediate,S_America,domestic,mktexp,26886.830078
pdr,Intermediate,S_America,domestic,mktexp,3896.9597168
wht,Intermediate,S_America,domestic,mktexp,3053.8979492
gro,Intermediate,S_America,domestic,mktexp,5804.9169922
osd,Intermediate,S_America,domestic,mktexp,10817.244141
others,Intermediate,S_America,domestic,mktexp,21051.349609
Intermediate,Intermediate,S_America,domestic,mktexp,1030215
pdr,CGDS,S_America,domestic,mktexp,0.92460823059
wht,CGDS,S_America,domestic,mktexp,17.808462143
gro,CGDS,S_America,domestic,mktexp,43.646530151
osd,CGDS,S_America,domestic,mktexp,65.176368713
others,CGDS,S_America,domestic,mktexp,2155.192627
Intermediate,CGDS,S_America,domestic,mktexp,208893.84375
Land,pdr,ROW,domestic,mktexp,1.87877868302166E-0003
UnSkLab,pdr,ROW,domestic,mktexp,5.76595775783062E-0003
SkLab,pdr,ROW,domestic,mktexp,1.94687978364527E-0004
Capital,pdr,ROW,domestic,mktexp,2.95408675447106E-0003
pdr,pdr,ROW,domestic,mktexp,3.90542065724730E-0003
wht,pdr,ROW,domestic,mktexp,8.15597474002061E-0008
gro,pdr,ROW,domestic,mktexp,1.66938662005123E-0007
osd,pdr,ROW,domestic,mktexp,3.00412805742667E-0010
others,pdr,ROW,domestic,mktexp,4.25433199779945E-0006
Intermediate,pdr,ROW,domestic,mktexp,8.84103402495384E-0003
Land,wht,ROW,domestic,mktexp,4.12895483896136E-0003
UnSkLab,wht,ROW,domestic,mktexp,0.012670530006
SkLab,wht,ROW,domestic,mktexp,4.27861843490973E-0004
Capital,wht,ROW,domestic,mktexp,6.49213744327426E-0003
pdr,wht,ROW,domestic,mktexp,2.02500700652308E-0007
wht,wht,ROW,domestic,mktexp,6.97932147886604E-0004
gro,wht,ROW,domestic,mktexp,2.96228216029704E-0004
osd,wht,ROW,domestic,mktexp,3.13258197159882E-0009
others,wht,ROW,domestic,mktexp,8.95475677680224E-0004
Intermediate,wht,ROW,domestic,mktexp,0.030785884708
Land,gro,ROW,domestic,mktexp,6.08640257269144E-0003
UnSkLab,gro,ROW,domestic,mktexp,0.018676886335
SkLab,gro,ROW,domestic,mktexp,6.30702008493245E-0004
Capital,gro,ROW,domestic,mktexp,9.56992059946060E-0003
pdr,gro,ROW,domestic,mktexp,4.49374848443540E-0009
wht,gro,ROW,domestic,mktexp,1.47749582538381E-0004
gro,gro,ROW,domestic,mktexp,3.93325649201870E-0003
osd,gro,ROW,domestic,mktexp,4.04851618895918E-0009
others,gro,ROW,domestic,mktexp,5.55725244339556E-0004
Intermediate,gro,ROW,domestic,mktexp,0.041173741221
Land,osd,ROW,domestic,mktexp,7.26685533300042E-0003
UnSkLab,osd,ROW,domestic,mktexp,0.022299056873
SkLab,osd,ROW,domestic,mktexp,7.53026106394827E-0004
Capital,osd,ROW,domestic,mktexp,0.011425998062
pdr,osd,ROW,domestic,mktexp,5.12646103345560E-0009
wht,osd,ROW,domestic,mktexp,7.93355695805076E-0007
gro,osd,ROW,domestic,mktexp,1.88906324183336E-0006
osd,osd,ROW,domestic,mktexp,5.31953247264028E-0003
others,osd,ROW,domestic,mktexp,5.07032382301986E-0005
Intermediate,osd,ROW,domestic,mktexp,0.035223569721
Land,others,ROW,domestic,mktexp,0.089164197445
UnSkLab,others,ROW,domestic,mktexp,0.27360078692
SkLab,others,ROW,domestic,mktexp,9.23961680382490E-0003
Capital,others,ROW,domestic,mktexp,0.14019680023
pdr,others,ROW,domestic,mktexp,1.32699301502725E-0006
wht,others,ROW,domestic,mktexp,4.88857040181756E-0004
gro,others,ROW,domestic,mktexp,9.18772944714874E-0004
osd,others,ROW,domestic,mktexp,4.49439028216148E-0007
others,others,ROW,domestic,mktexp,0.033002190292
Intermediate,others,ROW,domestic,mktexp,0.55121642351
Land,Intermediate,ROW,domestic,mktexp,0.140871346
UnSkLab,Intermediate,ROW,domestic,mktexp,18.497943878
SkLab,Intermediate,ROW,domestic,mktexp,10.577198029
Capital,Intermediate,ROW,domestic,mktexp,35.647266388
NatRes,Intermediate,ROW,domestic,mktexp,0.92644286156
pdr,Intermediate,ROW,domestic,mktexp,0.023205170408
wht,Intermediate,ROW,domestic,mktexp,0.023299120367
gro,Intermediate,ROW,domestic,mktexp,0.052224591374
osd,Intermediate,ROW,domestic,mktexp,0.052035868168
others,Intermediate,ROW,domestic,mktexp,0.5601092577
Intermediate,Intermediate,ROW,domestic,mktexp,75.073448181
pdr,CGDS,ROW,domestic,mktexp,3.91307680702724E-0011
wht,CGDS,ROW,domestic,mktexp,4.62883908767253E-0005
gro,CGDS,ROW,domestic,mktexp,1.04383114376105E-0004
osd,CGDS,ROW,domestic,mktexp,3.50938306192816E-0010
others,CGDS,ROW,domestic,mktexp,0.015038230456
Intermediate,CGDS,ROW,domestic,mktexp,16.3644104
pdr,pdr,Africa,imported,mktexp,3.4877827168
wht,pdr,Africa,imported,mktexp,0.20135591924
gro,pdr,Africa,imported,mktexp,0.062501966953
osd,pdr,Africa,imported,mktexp,8.88575334101915E-0003
others,pdr,Africa,imported,mktexp,3.411039114
Intermediate,pdr,Africa,imported,mktexp,319.17834473
pdr,wht,Africa,imported,mktexp,0.94778227806
wht,wht,Africa,imported,mktexp,457.25930786
gro,wht,Africa,imported,mktexp,0.012576816604
osd,wht,Africa,imported,mktexp,9.3678483963
others,wht,Africa,imported,mktexp,87.295562744
Intermediate,wht,Africa,imported,mktexp,425.8380127
pdr,gro,Africa,imported,mktexp,0.44487503171
wht,gro,Africa,imported,mktexp,3.3721385002
gro,gro,Africa,imported,mktexp,15.781541824
osd,gro,Africa,imported,mktexp,1.4672244787
others,gro,Africa,imported,mktexp,24.95400238
Intermediate,gro,Africa,imported,mktexp,1184.4803467
pdr,osd,Africa,imported,mktexp,0.038660563529
wht,osd,Africa,imported,mktexp,1.0504028797
gro,osd,Africa,imported,mktexp,0.05255902186
osd,osd,Africa,imported,mktexp,12.957560539
others,osd,Africa,imported,mktexp,3.51313591
Intermediate,osd,Africa,imported,mktexp,411.81912231
pdr,others,Africa,imported,mktexp,2.3562169075
wht,others,Africa,imported,mktexp,53.98708725
gro,others,Africa,imported,mktexp,2.3707127571
osd,others,Africa,imported,mktexp,1.6587102413
others,others,Africa,imported,mktexp,245.02464294
Intermediate,others,Africa,imported,mktexp,5034.9106445
pdr,Intermediate,Africa,imported,mktexp,36.724765778
wht,Intermediate,Africa,imported,mktexp,2246.0136719
gro,Intermediate,Africa,imported,mktexp,729.81225586
osd,Intermediate,Africa,imported,mktexp,390.70166016
others,Intermediate,Africa,imported,mktexp,2324.0661621
Intermediate,Intermediate,Africa,imported,mktexp,161487.5
pdr,CGDS,Africa,imported,mktexp,6.50438305456191E-0004
wht,CGDS,Africa,imported,mktexp,0.18806970119
gro,CGDS,Africa,imported,mktexp,0.45153728127
osd,CGDS,Africa,imported,mktexp,3.27069708146155E-0003
others,CGDS,Africa,imported,mktexp,10.63658905
Intermediate,CGDS,Africa,imported,mktexp,41601.644531
pdr,pdr,Asia,imported,mktexp,162.15510559
wht,pdr,Asia,imported,mktexp,1.7665535212
gro,pdr,Asia,imported,mktexp,4.177090168
osd,pdr,Asia,imported,mktexp,10.652284622
others,pdr,Asia,imported,mktexp,22.183671951
Intermediate,pdr,Asia,imported,mktexp,3215.6716309
pdr,wht,Asia,imported,mktexp,0.18851727247
wht,wht,Asia,imported,mktexp,333.88427734
gro,wht,Asia,imported,mktexp,0.2529399097
osd,wht,Asia,imported,mktexp,4.8407964706
others,wht,Asia,imported,mktexp,56.230537415
Intermediate,wht,Asia,imported,mktexp,1658.6710205
pdr,gro,Asia,imported,mktexp,7.6049451828
wht,gro,Asia,imported,mktexp,5.7495141029
gro,gro,Asia,imported,mktexp,16.049943924
osd,gro,Asia,imported,mktexp,5.3840179443
others,gro,Asia,imported,mktexp,11.546030045
Intermediate,gro,Asia,imported,mktexp,1150.6610107
pdr,osd,Asia,imported,mktexp,8.1310434341
wht,osd,Asia,imported,mktexp,5.1995358467
gro,osd,Asia,imported,mktexp,3.037681818
osd,osd,Asia,imported,mktexp,187.24476624
others,osd,Asia,imported,mktexp,8.4471187592
Intermediate,osd,Asia,imported,mktexp,1009.291687
pdr,others,Asia,imported,mktexp,238.54292297
wht,others,Asia,imported,mktexp,91.120803833
gro,others,Asia,imported,mktexp,11.665960312
osd,others,Asia,imported,mktexp,208.3104248
others,others,Asia,imported,mktexp,1168.9289551
Intermediate,others,Asia,imported,mktexp,11211.03418
pdr,Intermediate,Asia,imported,mktexp,386.52661133
wht,Intermediate,Asia,imported,mktexp,8238.3486328
gro,Intermediate,Asia,imported,mktexp,8886.3310547
osd,Intermediate,Asia,imported,mktexp,14242.485352
others,Intermediate,Asia,imported,mktexp,19594.585938
Intermediate,Intermediate,Asia,imported,mktexp,2032634.25
pdr,CGDS,Asia,imported,mktexp,0.22360229492
wht,CGDS,Asia,imported,mktexp,62.470497131
gro,CGDS,Asia,imported,mktexp,37.08298111
osd,CGDS,Asia,imported,mktexp,39.06269455
others,CGDS,Asia,imported,mktexp,267.35690308
Intermediate,CGDS,Asia,imported,mktexp,321930.25
pdr,pdr,Europe,imported,mktexp,2.3293676376
wht,pdr,Europe,imported,mktexp,0.28121760488
gro,pdr,Europe,imported,mktexp,0.28333860636
osd,pdr,Europe,imported,mktexp,0.030311278999
others,pdr,Europe,imported,mktexp,0.42023208737
Intermediate,pdr,Europe,imported,mktexp,62.709690094
pdr,wht,Europe,imported,mktexp,0.1541339457
wht,wht,Europe,imported,mktexp,363.27685547
gro,wht,Europe,imported,mktexp,0.13934327662
osd,wht,Europe,imported,mktexp,0.20273165405
others,wht,Europe,imported,mktexp,5.3579406738
Intermediate,wht,Europe,imported,mktexp,2341.5830078
pdr,gro,Europe,imported,mktexp,9.31117683649063E-0003
wht,gro,Europe,imported,mktexp,0.47688660026
gro,gro,Europe,imported,mktexp,70.347290039
osd,gro,Europe,imported,mktexp,0.21092838049
others,gro,Europe,imported,mktexp,10.127569199
Intermediate,gro,Europe,imported,mktexp,2740.3027344
pdr,osd,Europe,imported,mktexp,3.46984271891415E-0003
wht,osd,Europe,imported,mktexp,0.22137619555
gro,osd,Europe,imported,mktexp,0.061811074615
osd,osd,Europe,imported,mktexp,257.45022583
others,osd,Europe,imported,mktexp,5.2762928009
Intermediate,osd,Europe,imported,mktexp,1740.2280273
pdr,others,Europe,imported,mktexp,0.19564090669
wht,others,Europe,imported,mktexp,40.448867798
gro,others,Europe,imported,mktexp,4.0664286613
osd,others,Europe,imported,mktexp,2.1757280827
others,others,Europe,imported,mktexp,3130.1694336
Intermediate,others,Europe,imported,mktexp,13378.386719
pdr,Intermediate,Europe,imported,mktexp,728.05041504
wht,Intermediate,Europe,imported,mktexp,4015.6469727
gro,Intermediate,Europe,imported,mktexp,5377.2294922
osd,Intermediate,Europe,imported,mktexp,9915.2353516
others,Intermediate,Europe,imported,mktexp,33201.257813
Intermediate,Intermediate,Europe,imported,mktexp,2893779
pdr,CGDS,Europe,imported,mktexp,6.21583545580506E-0004
wht,CGDS,Europe,imported,mktexp,0.15180258453
gro,CGDS,Europe,imported,mktexp,4.9845590591
osd,CGDS,Europe,imported,mktexp,5.68840280175209E-0003
others,CGDS,Europe,imported,mktexp,556.92749023
Intermediate,CGDS,Europe,imported,mktexp,527793.8125
pdr,pdr,N_America,imported,mktexp,0.19441455603
wht,pdr,N_America,imported,mktexp,0.92116433382
gro,pdr,N_America,imported,mktexp,8.81036627106369E-0004
osd,pdr,N_America,imported,mktexp,1.11004326026886E-0003
others,pdr,N_America,imported,mktexp,0.064873367548
Intermediate,pdr,N_America,imported,mktexp,82.547073364
pdr,wht,N_America,imported,mktexp,0.97456920147
wht,wht,N_America,imported,mktexp,7.3822398186
gro,wht,N_America,imported,mktexp,0.016724394634
osd,wht,N_America,imported,mktexp,0.013280320913
others,wht,N_America,imported,mktexp,0.59070616961
Intermediate,wht,N_America,imported,mktexp,737.99700928
pdr,gro,N_America,imported,mktexp,0.012628914788
wht,gro,N_America,imported,mktexp,0.014968473464
gro,gro,N_America,imported,mktexp,18.297624588
osd,gro,N_America,imported,mktexp,0.037152934819
others,gro,N_America,imported,mktexp,75.173538208
Intermediate,gro,N_America,imported,mktexp,1880.2365723
pdr,osd,N_America,imported,mktexp,0.015865139663
wht,osd,N_America,imported,mktexp,7.91131425648928E-0003
gro,osd,N_America,imported,mktexp,0.015612739138
osd,osd,N_America,imported,mktexp,95.985336304
others,osd,N_America,imported,mktexp,0.79483014345
Intermediate,osd,N_America,imported,mktexp,929.61560059
pdr,others,N_America,imported,mktexp,0.16468445957
wht,others,N_America,imported,mktexp,0.10758378357
gro,others,N_America,imported,mktexp,0.031258117408
osd,others,N_America,imported,mktexp,0.06393110007
others,others,N_America,imported,mktexp,386.91946411
Intermediate,others,N_America,imported,mktexp,3482.6882324
pdr,Intermediate,N_America,imported,mktexp,179.86146545
wht,Intermediate,N_America,imported,mktexp,820.52276611
gro,Intermediate,N_America,imported,mktexp,1522.7017822
osd,Intermediate,N_America,imported,mktexp,2297.4968262
others,Intermediate,N_America,imported,mktexp,11414.162109
Intermediate,Intermediate,N_America,imported,mktexp,1264380.625
pdr,CGDS,N_America,imported,mktexp,1.11228728201240E-0003
wht,CGDS,N_America,imported,mktexp,5.01779839396477E-0003
gro,CGDS,N_America,imported,mktexp,9.1831235886
osd,CGDS,N_America,imported,mktexp,9.00987721979618E-0003
others,CGDS,N_America,imported,mktexp,5.1550278664
Intermediate,CGDS,N_America,imported,mktexp,319998.6875
pdr,pdr,Oceania,imported,mktexp,1.20591185986995E-0003
wht,pdr,Oceania,imported,mktexp,3.06341657415032E-0003
gro,pdr,Oceania,imported,mktexp,6.82369340211153E-0004
osd,pdr,Oceania,imported,mktexp,1.92643003538251E-0003
others,pdr,Oceania,imported,mktexp,0.021135983989
Intermediate,pdr,Oceania,imported,mktexp,2.4100270271
pdr,wht,Oceania,imported,mktexp,0.019110495225
wht,wht,Oceania,imported,mktexp,0.76094979048
gro,wht,Oceania,imported,mktexp,0.027939487249
osd,wht,Oceania,imported,mktexp,0.080410800874
others,wht,Oceania,imported,mktexp,0.83201599121
Intermediate,wht,Oceania,imported,mktexp,112.94432831
pdr,gro,Oceania,imported,mktexp,4.43133153021336E-0003
wht,gro,Oceania,imported,mktexp,0.44150224328
gro,gro,Oceania,imported,mktexp,0.042191702873
osd,gro,Oceania,imported,mktexp,0.03421279043
others,gro,Oceania,imported,mktexp,0.36023393273
Intermediate,gro,Oceania,imported,mktexp,46.81937027
pdr,osd,Oceania,imported,mktexp,0.056342836469
wht,osd,Oceania,imported,mktexp,8.49432963877916E-0003
gro,osd,Oceania,imported,mktexp,1.08493387233465E-0003
osd,osd,Oceania,imported,mktexp,4.4804387093
others,osd,Oceania,imported,mktexp,1.3253918886
Intermediate,osd,Oceania,imported,mktexp,50.097774506
pdr,others,Oceania,imported,mktexp,0.32755854726
wht,others,Oceania,imported,mktexp,0.069570608437
gro,others,Oceania,imported,mktexp,0.01083940547
osd,others,Oceania,imported,mktexp,0.62969344854
others,others,Oceania,imported,mktexp,13.643385887
Intermediate,others,Oceania,imported,mktexp,430.67483521
pdr,Intermediate,Oceania,imported,mktexp,8.6701459885
wht,Intermediate,Oceania,imported,mktexp,36.398780823
gro,Intermediate,Oceania,imported,mktexp,10.899001122
osd,Intermediate,Oceania,imported,mktexp,41.118400574
others,Intermediate,Oceania,imported,mktexp,605.57421875
Intermediate,Intermediate,Oceania,imported,mktexp,91707.539063
pdr,CGDS,Oceania,imported,mktexp,1.05880944829550E-0005
wht,CGDS,Oceania,imported,mktexp,7.11526881786995E-0005
gro,CGDS,Oceania,imported,mktexp,0.03251125291
osd,CGDS,Oceania,imported,mktexp,4.17713272327092E-0005
others,CGDS,Oceania,imported,mktexp,0.030573360622
Intermediate,CGDS,Oceania,imported,mktexp,31902.089844
pdr,pdr,S_America,imported,mktexp,14.143640518
wht,pdr,S_America,imported,mktexp,2.7117636204
gro,pdr,S_America,imported,mktexp,2.8856709003
osd,pdr,S_America,imported,mktexp,0.046561993659
others,pdr,S_America,imported,mktexp,18.427612305
Intermediate,pdr,S_America,imported,mktexp,221.21185303
pdr,wht,S_America,imported,mktexp,0.045259810984
wht,wht,S_America,imported,mktexp,71.211509705
gro,wht,S_America,imported,mktexp,0.32986479998
osd,wht,S_America,imported,mktexp,0.13427789509
others,wht,S_America,imported,mktexp,0.72131150961
Intermediate,wht,S_America,imported,mktexp,336.33932495
pdr,gro,S_America,imported,mktexp,12.456163406
wht,gro,S_America,imported,mktexp,1.9702910185
gro,gro,S_America,imported,mktexp,57.756103516
osd,gro,S_America,imported,mktexp,0.16552686691
others,gro,S_America,imported,mktexp,15.59263134
Intermediate,gro,S_America,imported,mktexp,561.40618896
pdr,osd,S_America,imported,mktexp,0.0500231646
wht,osd,S_America,imported,mktexp,0.48130369186
gro,osd,S_America,imported,mktexp,0.71774166822
osd,osd,S_America,imported,mktexp,273.61526489
others,osd,S_America,imported,mktexp,2.0042243004
Intermediate,osd,S_America,imported,mktexp,904.45715332
pdr,others,S_America,imported,mktexp,2.1721768379
wht,others,S_America,imported,mktexp,28.210939407
gro,others,S_America,imported,mktexp,7.4048085213
osd,others,S_America,imported,mktexp,11.951333046
others,others,S_America,imported,mktexp,143.54469299
Intermediate,others,S_America,imported,mktexp,2700.8515625
pdr,Intermediate,S_America,imported,mktexp,331.13497925
wht,Intermediate,S_America,imported,mktexp,2142.3757324
gro,Intermediate,S_America,imported,mktexp,1260.819458
osd,Intermediate,S_America,imported,mktexp,934.79382324
others,Intermediate,S_America,imported,mktexp,1429.8883057
Intermediate,Intermediate,S_America,imported,mktexp,192750.125
pdr,CGDS,S_America,imported,mktexp,3.65957361645997E-0003
wht,CGDS,S_America,imported,mktexp,19.581924438
gro,CGDS,S_America,imported,mktexp,0.30201113224
osd,CGDS,S_America,imported,mktexp,1.233931303
others,CGDS,S_America,imported,mktexp,55.663311005
Intermediate,CGDS,S_America,imported,mktexp,49466.691406
pdr,pdr,ROW,imported,mktexp,6.42086070001824E-0006
wht,pdr,ROW,imported,mktexp,1.57107777454257E-0007
gro,pdr,ROW,imported,mktexp,1.39091341111452E-0007
osd,pdr,ROW,imported,mktexp,2.14563513623034E-0007
others,pdr,ROW,imported,mktexp,1.73904027178651E-0006
Intermediate,pdr,ROW,imported,mktexp,4.92366205435246E-0004
pdr,wht,ROW,imported,mktexp,2.65214978867334E-0008
wht,wht,ROW,imported,mktexp,5.93671808019280E-0004
gro,wht,ROW,imported,mktexp,1.95616138398691E-0007
osd,wht,ROW,imported,mktexp,1.79183317072784E-0007
others,wht,ROW,imported,mktexp,1.34722233724460E-0006
Intermediate,wht,ROW,imported,mktexp,2.22820322960615E-0003
pdr,gro,ROW,imported,mktexp,1.35244884735819E-0010
wht,gro,ROW,imported,mktexp,5.42872061487287E-0004
gro,gro,ROW,imported,mktexp,5.95794117543846E-0004
osd,gro,ROW,imported,mktexp,2.16372285422040E-0007
others,gro,ROW,imported,mktexp,8.31098589060275E-0007
Intermediate,gro,ROW,imported,mktexp,2.13521276600659E-0003
pdr,osd,ROW,imported,mktexp,4.23338003541218E-0010
wht,osd,ROW,imported,mktexp,1.61788375407923E-0006
gro,osd,ROW,imported,mktexp,1.47909089420750E-0008
osd,osd,ROW,imported,mktexp,1.28870815387927E-0004
others,osd,ROW,imported,mktexp,7.92658011050662E-0006
Intermediate,osd,ROW,imported,mktexp,2.20889970660210E-0003
pdr,others,ROW,imported,mktexp,4.57075316262490E-0007
wht,others,ROW,imported,mktexp,1.98117595573422E-0005
gro,others,ROW,imported,mktexp,9.12386985874036E-0006
osd,others,ROW,imported,mktexp,1.48314302350627E-0005
others,others,ROW,imported,mktexp,1.74333201721311E-0003
Intermediate,others,ROW,imported,mktexp,0.032902657986
pdr,Intermediate,ROW,imported,mktexp,1.01224158424884E-0003
wht,Intermediate,ROW,imported,mktexp,0.038050889969
gro,Intermediate,ROW,imported,mktexp,0.020093793049
osd,Intermediate,ROW,imported,mktexp,0.051076233387
others,Intermediate,ROW,imported,mktexp,0.14736543596
Intermediate,Intermediate,ROW,imported,mktexp,14.658078194
pdr,CGDS,ROW,imported,mktexp,6.78746503446348E-0010
wht,CGDS,ROW,imported,mktexp,1.01010657616029E-0008
gro,CGDS,ROW,imported,mktexp,3.92797555832658E-0005
osd,CGDS,ROW,imported,mktexp,2.38066677482607E-0009
others,CGDS,ROW,imported,mktexp,2.43174636125332E-0005
Intermediate,CGDS,ROW,imported,mktexp,4.4598670006
Land,pdr,Africa,domestic,comtax,8.9984741211
UnSkLab,pdr,Africa,domestic,comtax,64.863037109
SkLab,pdr,Africa,domestic,comtax,0.53395080566
Capital,pdr,Africa,domestic,comtax,13.022766113
osd,pdr,Africa,domestic,comtax,-1.49011611938477E-0008
Intermediate,pdr,Africa,domestic,comtax,0.080657958984
Land,wht,Africa,domestic,comtax,3.6936645508
UnSkLab,wht,Africa,domestic,comtax,85.841064453
SkLab,wht,Africa,domestic,comtax,0.99736022949
Capital,wht,Africa,domestic,comtax,6.6165771484
wht,wht,Africa,domestic,comtax,-0.36505126953
Intermediate,wht,Africa,domestic,comtax,2.0076904297
Land,gro,Africa,domestic,comtax,30.799560547
UnSkLab,gro,Africa,domestic,comtax,253.94238281
SkLab,gro,Africa,domestic,comtax,2.1590652466
Capital,gro,Africa,domestic,comtax,41.480224609
pdr,gro,Africa,domestic,comtax,-5.96046447753906E-0008
gro,gro,Africa,domestic,comtax,-0.21612548828
osd,gro,Africa,domestic,comtax,-2.38418579101563E-0007
others,gro,Africa,domestic,comtax,1.52587890625000E-0005
Intermediate,gro,Africa,domestic,comtax,11.618164063
Land,osd,Africa,domestic,comtax,12.785888672
UnSkLab,osd,Africa,domestic,comtax,110.99243164
SkLab,osd,Africa,domestic,comtax,0.92492294312
Capital,osd,Africa,domestic,comtax,17.783325195
osd,osd,Africa,domestic,comtax,-0.0419921875
Intermediate,osd,Africa,domestic,comtax,2.4136352539
Land,others,Africa,domestic,comtax,96.19921875
UnSkLab,others,Africa,domestic,comtax,1259.1210938
SkLab,others,Africa,domestic,comtax,13.050048828
Capital,others,Africa,domestic,comtax,100.13769531
pdr,others,Africa,domestic,comtax,-1.19209289550781E-0007
others,others,Africa,domestic,comtax,-0.5126953125
Intermediate,others,Africa,domestic,comtax,-22.998046875
Land,Intermediate,Africa,domestic,comtax,22.452636719
UnSkLab,Intermediate,Africa,domestic,comtax,7601.1875
SkLab,Intermediate,Africa,domestic,comtax,3906.59375
Capital,Intermediate,Africa,domestic,comtax,4007.46875
NatRes,Intermediate,Africa,domestic,comtax,503.57421875
wht,Intermediate,Africa,domestic,comtax,-0.0478515625
gro,Intermediate,Africa,domestic,comtax,-1.1811523438
osd,Intermediate,Africa,domestic,comtax,1.22070312500000E-0004
others,Intermediate,Africa,domestic,comtax,-0.1650390625
Intermediate,Intermediate,Africa,domestic,comtax,2176.25
osd,CGDS,Africa,domestic,comtax,-1.19209289550781E-0007
others,CGDS,Africa,domestic,comtax,0.15576171875
Intermediate,CGDS,Africa,domestic,comtax,2539.3671875
Land,pdr,Asia,domestic,comtax,-564.01757813
UnSkLab,pdr,Asia,domestic,comtax,749.13476563
SkLab,pdr,Asia,domestic,comtax,11.966445923
Capital,pdr,Asia,domestic,comtax,-655.53125
pdr,pdr,Asia,domestic,comtax,-93.592285156
wht,pdr,Asia,domestic,comtax,-9.53674316406250E-0007
gro,pdr,Asia,domestic,comtax,-0.066875457764
osd,pdr,Asia,domestic,comtax,-0.069406032562
others,pdr,Asia,domestic,comtax,-45.403076172
Intermediate,pdr,Asia,domestic,comtax,-43.111328125
Land,wht,Asia,domestic,comtax,-150.82128906
UnSkLab,wht,Asia,domestic,comtax,247.95751953
SkLab,wht,Asia,domestic,comtax,4.0653915405
Capital,wht,Asia,domestic,comtax,-137.12084961
wht,wht,Asia,domestic,comtax,-29.887451172
gro,wht,Asia,domestic,comtax,-1.90734863281250E-0006
others,wht,Asia,domestic,comtax,-1.806427002
Intermediate,wht,Asia,domestic,comtax,-196.01660156
Land,gro,Asia,domestic,comtax,-144.68505859
UnSkLab,gro,Asia,domestic,comtax,130.51464844
SkLab,gro,Asia,domestic,comtax,2.2448577881
Capital,gro,Asia,domestic,comtax,-145.79150391
pdr,gro,Asia,domestic,comtax,-0.058910369873
wht,gro,Asia,domestic,comtax,-9.53674316406250E-0007
gro,gro,Asia,domestic,comtax,-52.882568359
osd,gro,Asia,domestic,comtax,-1.19209289550781E-0007
others,gro,Asia,domestic,comtax,-2.434928894
Intermediate,gro,Asia,domestic,comtax,67.999023438
Land,osd,Asia,domestic,comtax,-72.900390625
UnSkLab,osd,Asia,domestic,comtax,-101.45898438
SkLab,osd,Asia,domestic,comtax,-0.59317779541
Capital,osd,Asia,domestic,comtax,-228.62133789
pdr,osd,Asia,domestic,comtax,-0.027675628662
osd,osd,Asia,domestic,comtax,-9.0250244141
others,osd,Asia,domestic,comtax,-14.31451416
Intermediate,osd,Asia,domestic,comtax,-9.1147460938
Land,others,Asia,domestic,comtax,-7790.1796875
UnSkLab,others,Asia,domestic,comtax,-14092.960938
SkLab,others,Asia,domestic,comtax,-109.86523438
Capital,others,Asia,domestic,comtax,-19964.945313
pdr,others,Asia,domestic,comtax,-16.038146973
wht,others,Asia,domestic,comtax,-8.66699218750000E-0003
gro,others,Asia,domestic,comtax,-1.658493042
osd,others,Asia,domestic,comtax,-1.4249725342
others,others,Asia,domestic,comtax,-3243.6464844
Intermediate,others,Asia,domestic,comtax,-6466.265625
Land,Intermediate,Asia,domestic,comtax,-930.6796875
UnSkLab,Intermediate,Asia,domestic,comtax,306762.25
SkLab,Intermediate,Asia,domestic,comtax,188682.875
Capital,Intermediate,Asia,domestic,comtax,68353
NatRes,Intermediate,Asia,domestic,comtax,1576.8125
pdr,Intermediate,Asia,domestic,comtax,-184.4765625
wht,Intermediate,Asia,domestic,comtax,-216.6171875
gro,Intermediate,Asia,domestic,comtax,-9.1572265625
osd,Intermediate,Asia,domestic,comtax,-0.810546875
others,Intermediate,Asia,domestic,comtax,-102.828125
Intermediate,Intermediate,Asia,domestic,comtax,72509
pdr,CGDS,Asia,domestic,comtax,0.29675292969
wht,CGDS,Asia,domestic,comtax,0.030059814453
gro,CGDS,Asia,domestic,comtax,1.5340042114
osd,CGDS,Asia,domestic,comtax,0.29553222656
others,CGDS,Asia,domestic,comtax,2.3388671875
Intermediate,CGDS,Asia,domestic,comtax,82409.5
Land,pdr,Europe,domestic,comtax,-655.2243042
UnSkLab,pdr,Europe,domestic,comtax,180.65270996
SkLab,pdr,Europe,domestic,comtax,11.494180679
Capital,pdr,Europe,domestic,comtax,-21.831008911
pdr,pdr,Europe,domestic,comtax,-0.5870552063
wht,pdr,Europe,domestic,comtax,-5.96046447753906E-0008
