!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
others,Oceania,mtax,6.8451843262
Intermediate,Oceania,mtax,210.92578125
pdr,S_America,mtax,0.97732543945
wht,S_America,mtax,3.78515625
gro,S_America,mtax,31.171386719
osd,S_America,mtax,5.6738891602
others,S_America,mtax,28.499511719
Intermediate,S_America,mtax,2737.890625
!Header: BX03, dimensions: TRAD_COMM*REG*MKTVALUE [6*7*2], description: Decomposition of cif values of own region - CIFDECOMP
TRAD_COMM,REG,MKTVALUE,Value
pdr,Africa,fob,26.139080048
wht,Africa,fob,76.114021301
gro,Africa,fob,334.8772583
osd,Africa,fob,127.24259186
others,Africa,fob,1680.8151855
Intermediate,Africa,fob,45978.15625
pdr,Asia,fob,229.87315369
wht,Asia,fob,1346.9108887
gro,Asia,fob,1585.0865479
osd,Asia,fob,884.58349609
others,Asia,fob,17149.271484
Intermediate,Asia,fob,2307877.75
pdr,Europe,fob,181.03578186
wht,Europe,fob,6629.6669922
gro,Europe,fob,6176.8017578
osd,Europe,fob,4098.4013672
others,Europe,fob,48950.972656
Intermediate,Europe,fob,4737166.5
pdr,N_America,fob,218.17852783
wht,N_America,fob,1294.6572266
gro,N_America,fob,2773.064209
osd,N_America,fob,2278.987793
others,N_America,fob,11281.085938
Intermediate,N_America,fob,864088.4375
pdr,Oceania,fob,8.8803682327
wht,Oceania,fob,41.301315308
gro,Oceania,fob,7.0659518242
osd,Oceania,fob,6.1454286575
others,Oceania,fob,261.83084106
Intermediate,Oceania,fob,15682.688477
pdr,S_America,fob,100.99629974
wht,S_America,fob,1426.0366211
gro,S_America,fob,856.02545166
osd,S_America,fob,763.41400146
others,S_America,fob,1817.4499512
Intermediate,S_America,fob,109018.96094
pdr,ROW,fob,1.00000011116208E-0006
wht,ROW,fob,1.00001011560380E-0006
gro,ROW,fob,1.00002023373235E-0006
osd,ROW,fob,1.00000158909097E-0006
others,ROW,fob,4.00178032577969E-0006
Intermediate,ROW,fob,5.28838463651482E-0005
pdr,Africa,trans,3.0060443878
wht,Africa,trans,6.2628555298
gro,Africa,trans,31.714019775
osd,Africa,trans,44.044593811
others,Africa,trans,186.42675781
Intermediate,Africa,trans,3491.1484375
pdr,Asia,trans,29.162918091
wht,Asia,trans,113.25280762
gro,Asia,trans,155.77453613
osd,Asia,trans,121.30407715
others,Asia,trans,2895.6152344
Intermediate,Asia,trans,105099.75
pdr,Europe,trans,6.9235839844
wht,Europe,trans,407.06103516
gro,Europe,trans,343.88232422
osd,Europe,trans,234.79541016
others,Europe,trans,3472.46875
Intermediate,Europe,trans,96967.5
pdr,N_America,trans,23.293212891
wht,N_America,trans,109.47460938
gro,N_America,trans,250.29345703
osd,N_America,trans,414.32739258
others,N_America,trans,3884.0419922
Intermediate,N_America,trans,44184.875
pdr,Oceania,trans,1.2403812408
wht,Oceania,trans,3.4922790527
gro,Oceania,trans,0.51706075668
osd,Oceania,trans,0.62766265869
others,Oceania,trans,63.839385986
Intermediate,Oceania,trans,986.33496094
pdr,S_America,trans,13.667984009
wht,S_America,trans,120.57702637
gro,S_America,trans,81.985290527
osd,S_America,trans,166.14501953
others,S_America,trans,287.63989258
Intermediate,S_America,trans,8081.2421875
!Header: CM01, dimensions: TRAD_COMM*OUT*REG [6*3*7], description: Disposition of output - OUTDISP
TRAD_COMM,OUT,REG,Value
pdr,dom,Africa,10556.494141
wht,dom,Africa,12636.710938
gro,dom,Africa,32447.564453
osd,dom,Africa,13026.624023
others,dom,Africa,105513.02344
Intermediate,dom,Africa,1814150.375
Intermediate,trans,Africa,6582.1611328
pdr,export,Africa,82.344558716
wht,export,Africa,158.35401917
gro,export,Africa,576.55871582
osd,export,Africa,667.418396
others,export,Africa,16209.630859
Intermediate,export,Africa,466658.375
pdr,dom,Asia,113189.58594
wht,dom,Asia,41856.992188
gro,dom,Asia,37355
osd,dom,Asia,49722.746094
others,dom,Asia,467114.84375
Intermediate,dom,Asia,25479884
Intermediate,trans,Asia,212711.70313
pdr,export,Asia,609.20904541
wht,export,Asia,2083.1384277
gro,export,Asia,1707.1268311
osd,export,Asia,1600.6889648
others,export,Asia,30649.03125
Intermediate,export,Asia,4676681
pdr,dom,Europe,2040.2320557
wht,dom,Europe,44012.757813
gro,dom,Europe,49545.242188
osd,dom,Europe,21374.542969
others,dom,Europe,227285.45313
Intermediate,dom,Europe,31007056
Intermediate,trans,Europe,273733.21875
pdr,export,Europe,186.38595581
wht,export,Europe,12048.396484
gro,export,Europe,8469.5390625
osd,export,Europe,4587.7124023
others,export,Europe,54259.164063
Intermediate,export,Europe,6524410.5
pdr,dom,N_America,1828.9951172
wht,dom,N_America,4962.8334961
gro,dom,N_America,50222.003906
osd,dom,N_America,17082.214844
others,dom,N_America,89546.609375
Intermediate,dom,N_America,27181446
Intermediate,trans,N_America,35484.410156
pdr,export,N_America,508.13955688
wht,export,N_America,12523.887695
gro,export,N_America,12526.480469
osd,export,N_America,12886.867188
others,export,N_America,25370.980469
Intermediate,export,N_America,1990678.5
pdr,dom,Oceania,43.86901474
wht,dom,Oceania,3347.7211914
gro,dom,Oceania,2481.810791
osd,dom,Oceania,1260.4025879
others,dom,Oceania,10086.335938
Intermediate,dom,Oceania,1777005.125
Intermediate,trans,Oceania,2856.2094727
pdr,export,Oceania,14.058779716
wht,export,Oceania,872.49993896
gro,export,Oceania,372.17507935
osd,export,Oceania,179.44285583
others,export,Oceania,3142.5290527
Intermediate,export,Oceania,207782.35938
pdr,dom,S_America,7925.4033203
wht,dom,S_America,5654.5957031
gro,dom,S_America,15789.914063
osd,dom,S_America,18924.234375
others,dom,S_America,79720.164063
Intermediate,dom,S_America,4239763
Intermediate,trans,S_America,10635.483398
pdr,export,S_America,171.94866943
wht,export,S_America,2147.5087891
gro,export,S_America,5544.5996094
osd,export,S_America,12170.421875
others,export,S_America,25244.289063
Intermediate,export,S_America,513930.84375
pdr,dom,ROW,0.012716852129
wht,dom,ROW,0.060136161745
gro,dom,ROW,0.094648577273
osd,dom,ROW,0.13648925722
others,dom,ROW,1.2745264769
Intermediate,dom,ROW,202.55941772
Intermediate,trans,ROW,1.1898540258
pdr,export,ROW,7.78406276367605E-0004
wht,export,ROW,0.05160234496
gro,export,ROW,0.050388194621
osd,export,ROW,0.058347728103
others,export,ROW,0.31454923749
Intermediate,export,ROW,32.66802597
!Header: CM02, dimensions: TRAD_COMM*SALES*REG [6*3*7], description: Disposition of domestic goods - DOMSALESDISP
TRAD_COMM,SALES,REG,Value
pdr,production,Africa,3444.2802734
wht,production,Africa,4647.4824219
gro,production,Africa,8114.4169922
osd,production,Africa,3613.9223633
others,production,Africa,27700.121094
Intermediate,production,Africa,1102079.375
pdr,cons,Africa,7110.8447266
wht,cons,Africa,7985.8725586
gro,cons,Africa,24331.003906
osd,cons,Africa,9411.3017578
others,cons,Africa,77795.132813
Intermediate,cons,Africa,533596.625
pdr,gov,Africa,1.3688189983
wht,gov,Africa,3.3561451435
gro,gov,Africa,2.1437056065
osd,gov,Africa,1.3996016979
others,gov,Africa,17.767543793
Intermediate,gov,Africa,178474.39063
pdr,production,Asia,106735.5
wht,production,Asia,37847.285156
gro,production,Asia,23709.199219
osd,production,Asia,42375.972656
others,production,Asia,262237.71875
Intermediate,production,Asia,17645586
pdr,cons,Asia,6404.5014648
wht,cons,Asia,3818.8652344
gro,cons,Asia,13593.548828
osd,cons,Asia,7345.3388672
others,cons,Asia,204065.5
Intermediate,cons,Asia,5863777.5
pdr,gov,Asia,49.582839966
wht,gov,Asia,190.84144592
gro,gov,Asia,52.250606537
osd,gov,Asia,1.4334005117
others,gov,Asia,811.62786865
Intermediate,gov,Asia,1970520.875
pdr,production,Europe,2031.1802979
wht,production,Europe,29685.488281
gro,production,Europe,45725.386719
osd,production,Europe,20118.865234
others,production,Europe,121697.26563
Intermediate,production,Europe,18399234
pdr,cons,Europe,8.6273832321
wht,cons,Europe,14144.745117
gro,cons,Europe,3786.8696289
osd,cons,Europe,1229.8443604
others,cons,Europe,103956
Intermediate,cons,Europe,8651922
pdr,gov,Europe,0.42435523868
wht,gov,Europe,182.52577209
gro,gov,Europe,32.985347748
osd,gov,Europe,25.832830429
others,gov,Europe,1632.1813965
Intermediate,gov,Europe,3955900.25
pdr,production,N_America,1821.3428955
wht,production,N_America,4947.2192383
gro,production,N_America,47897.964844
osd,production,N_America,17031.904297
others,production,N_America,43906.082031
Intermediate,production,N_America,14205274
pdr,cons,N_America,7.651096344
wht,cons,N_America,15.598308563
gro,cons,N_America,2324.0227051
osd,cons,N_America,50.290325165
others,cons,N_America,45640.304688
Intermediate,cons,N_America,10330866
pdr,gov,N_America,1.15748343523591E-0003
wht,gov,N_America,0.015763340518
gro,gov,N_America,0.015142763034
osd,gov,N_America,0.019714759663
others,gov,N_America,0.22487798333
Intermediate,gov,N_America,2645305.75
pdr,production,Oceania,43.80657196
wht,production,Oceania,3327.5537109
gro,production,Oceania,2427.3063965
osd,production,Oceania,1092.5407715
others,production,Oceania,6335.4970703
Intermediate,production,Oceania,1126352.875
pdr,cons,Oceania,0.038625441492
wht,cons,Oceania,10.481796265
gro,cons,Oceania,50.63269043
osd,cons,Oceania,166.23059082
others,cons,Oceania,3721.2727051
Intermediate,cons,Oceania,469506.84375
pdr,gov,Oceania,0.023817518726
wht,gov,Oceania,9.6857051849
gro,gov,Oceania,3.8717415333
osd,gov,Oceania,1.631269455
others,gov,Oceania,29.565690994
Intermediate,gov,Oceania,181145.42188
pdr,production,S_America,7856.3730469
wht,production,S_America,5153.6889648
gro,production,S_America,11982.507813
osd,production,S_America,18866.257813
others,production,S_America,48764.953125
Intermediate,production,S_America,2332682
pdr,cons,S_America,68.988990784
wht,cons,S_America,500.9012146
gro,cons,S_America,3807.3710938
osd,cons,S_America,57.973754883
others,cons,S_America,30954.326172
Intermediate,cons,S_America,1431036.375
pdr,gov,S_America,0.041457723826
wht,gov,S_America,5.45944832265377E-0003
gro,gov,S_America,0.035518769175
osd,gov,S_America,2.65849544666708E-0003
others,gov,S_America,0.88501250744
Intermediate,gov,S_America,476044.78125
pdr,production,ROW,0.012703425251
wht,production,ROW,0.05697927624
gro,production,ROW,0.089149586856
osd,production,ROW,0.1362939924
others,production,ROW,0.84005504847
Intermediate,production,ROW,126.51779938
pdr,cons,ROW,1.34158935907180E-0005
wht,cons,ROW,3.15670552663505E-0003
gro,cons,ROW,5.49889635294676E-0003
osd,cons,ROW,1.95122585864738E-0004
others,cons,ROW,0.43446749449
Intermediate,cons,ROW,54.595451355
pdr,gov,ROW,1.09014752780467E-0008
wht,gov,ROW,1.80118746584412E-0007
gro,gov,ROW,9.51560039652577E-0008
osd,gov,ROW,1.35057092620627E-0007
others,gov,ROW,3.87884847441455E-0006
Intermediate,gov,ROW,21.446174622
!Header: CM03, dimensions: TRAD_COMM*SALES*REG [6*3*7], description: Disposition of imported goods - IMPSALESDISP
TRAD_COMM,SALES,REG,Value
pdr,production,Africa,47.455543518
wht,production,Africa,4456.7949219
gro,production,Africa,1387.5366211
osd,production,Africa,831.3840332
others,production,Africa,3373.1413574
Intermediate,production,Africa,350584.0625
pdr,cons,Africa,33.147975922
wht,cons,Africa,4768.3227539
gro,cons,Africa,1980.9064941
osd,cons,Africa,185.72032166
others,cons,Africa,1959.1134033
Intermediate,cons,Africa,110048.95313
pdr,gov,Africa,0.019991461188
wht,gov,Africa,1.9239631891
gro,gov,Africa,0.29805111885
osd,gov,Africa,0.070562250912
others,gov,Africa,0.44353699684
Intermediate,gov,Africa,7720.6103516
pdr,production,Asia,421.52474976
wht,production,Asia,9510.0175781
gro,production,Asia,9584.3554688
osd,production,Asia,21469.345703
others,production,Asia,27298.777344
Intermediate,production,Asia,3618966
pdr,cons,Asia,11.124065399
wht,cons,Asia,1839.0710449
gro,cons,Asia,3375.8039551
osd,cons,Asia,1215.5209961
others,cons,Asia,17069.019531
Intermediate,cons,Asia,628790.25
pdr,gov,Asia,0.3258446157
wht,gov,Asia,13.103172302
gro,gov,Asia,80.242866516
osd,gov,Asia,2.4004824162
others,gov,Asia,86.741065979
Intermediate,gov,Asia,77777.820313
pdr,production,Europe,689.99853516
wht,production,Europe,6223.9682617
gro,production,Europe,9141.9980469
osd,production,Europe,10733.305664
others,production,Europe,46329.703125
Intermediate,production,Europe,5197805.5
pdr,cons,Europe,0.51159912348
wht,cons,Europe,3104.2307129
gro,cons,Europe,1226.5291748
osd,cons,Europe,257.30529785
others,cons,Europe,49176.816406
Intermediate,cons,Europe,1655870.125
pdr,gov,Europe,0.062788046896
wht,gov,Europe,19.263380051
gro,gov,Europe,33.80506134
osd,gov,Europe,3.799423933
others,gov,Europe,221.36044312
Intermediate,gov,Europe,71561.046875
pdr,production,N_America,290.89135742
wht,production,N_America,1442.6873779
gro,production,N_America,2968.5649414
osd,production,N_America,3056.8752441
others,production,N_America,16499.15625
Intermediate,production,N_America,2193289
pdr,cons,N_America,0.54532939196
wht,cons,N_America,0.53015750647
gro,cons,N_America,750.2635498
osd,cons,N_America,7.698964119
others,cons,N_America,15490.861328
Intermediate,cons,N_America,691518.375
pdr,gov,N_America,1.34925474412739E-0004
wht,gov,N_America,5.70963649079204E-0003
gro,gov,N_America,0.02563743107
osd,gov,N_America,1.24079070519655E-0003
others,gov,N_America,0.08205255121
Intermediate,gov,N_America,2581.8579102
pdr,production,Oceania,15.193372726
wht,production,Oceania,63.267978668
gro,production,Oceania,26.559480667
osd,production,Oceania,79.784988403
others,production,Oceania,844.04724121
Intermediate,production,Oceania,171420.09375
pdr,cons,Oceania,1.4590257406
wht,cons,Oceania,2.3588511944
gro,cons,Oceania,5.1850333214
osd,cons,Oceania,8.6143121719
others,cons,Oceania,466.51531982
Intermediate,cons,Oceania,51821.65625
pdr,gov,Oceania,4.3914299011
wht,gov,Oceania,8.35395883768797E-0003
gro,gov,Oceania,1.30978412926197E-0003
osd,gov,Oceania,3.83164500817657E-0004
others,gov,Oceania,0.021407058463
Intermediate,gov,Oceania,2404.6740723
pdr,production,S_America,383.07540894
wht,production,S_America,3605.4091797
gro,production,S_America,2753.7084961
osd,production,S_America,1205.9176025
others,production,S_America,2115.9707031
Intermediate,production,S_America,423869.875
pdr,cons,S_America,4.8782095909
wht,cons,S_America,303.95239258
gro,cons,S_America,658.07232666
osd,cons,S_America,97.796646118
others,cons,S_America,2671.5449219
Intermediate,cons,S_America,111468.42188
pdr,gov,S_America,7.64892622828484E-0003
wht,gov,S_America,7.21873156726360E-0003
gro,gov,S_America,0.036647327244
osd,gov,S_America,5.50654716789722E-0003
others,gov,S_America,0.42404040694
Intermediate,gov,S_America,1185.1053467
pdr,production,ROW,1.06853852048516E-0003
wht,production,ROW,0.055300008506
gro,production,ROW,0.046426489949
osd,production,ROW,0.068732574582
others,production,ROW,0.22272217274
Intermediate,production,ROW,28.974107742
pdr,cons,ROW,1.02477690688829E-0006
wht,cons,ROW,6.74288836307824E-0004
gro,cons,ROW,8.93194321542978E-0003
osd,cons,ROW,8.03029179223813E-0005
others,cons,ROW,0.13822083175
Intermediate,cons,ROW,5.1756238937
pdr,gov,ROW,1.29247917923792E-0010
wht,gov,ROW,2.75831606444399E-0008
gro,gov,ROW,3.12505358124326E-0006
osd,gov,ROW,3.54066678198706E-0008
others,gov,ROW,5.17796706844820E-0007
Intermediate,gov,ROW,0.1764139235
!Header: CM04, dimensions: TRAD_COMM*REG*OUTVALUE [6*7*2], description: Value of output at market prices:  VOM = VOA + OUTTAX
TRAD_COMM,REG,OUTVALUE,Value
pdr,Africa,prodrev,10641.638672
wht,Africa,prodrev,12587.274414
gro,Africa,prodrev,33068.042969
osd,Africa,prodrev,13740.019531
others,Africa,prodrev,121210.13281
Intermediate,Africa,prodrev,2257413.25
pdr,Asia,prodrev,115090.01563
wht,Asia,prodrev,48824.589844
gro,Asia,prodrev,39254.109375
osd,Asia,prodrev,51668.871094
others,Asia,prodrev,504292.40625
Intermediate,Asia,prodrev,29998188
pdr,Europe,prodrev,2238.4230957
wht,Europe,prodrev,56257.285156
gro,Europe,prodrev,58165.394531
osd,Europe,prodrev,26216.257813
others,Europe,prodrev,283127.5625
Intermediate,Europe,prodrev,36933568
pdr,N_America,prodrev,2352.6486816
wht,N_America,prodrev,17489.535156
gro,N_America,prodrev,62782.984375
osd,N_America,prodrev,29985.263672
others,N_America,prodrev,115259.96875
Intermediate,N_America,prodrev,28518482
pdr,Oceania,prodrev,58.640232086
wht,Oceania,prodrev,4220.3339844
gro,Oceania,prodrev,2854.0725098
osd,Oceania,prodrev,1439.8818359
others,Oceania,prodrev,13229.101563
Intermediate,Oceania,prodrev,1928209.75
pdr,S_America,prodrev,8098.2333984
wht,S_America,prodrev,7737.7587891
gro,S_America,prodrev,21326.507813
osd,S_America,prodrev,30601.826172
others,S_America,prodrev,105790.85938
Intermediate,S_America,prodrev,4716243
pdr,ROW,prodrev,0.013222843409
wht,ROW,prodrev,0.11048489809
gro,ROW,prodrev,0.14362439513
osd,ROW,prodrev,0.18490254879
others,ROW,prodrev,1.5790960789
Intermediate,ROW,prodrev,232.65492249
pdr,Africa,outtax,-2.7998046875
wht,Africa,outtax,207.79101563
gro,Africa,outtax,-43.91796875
osd,Africa,outtax,-45.977539063
others,Africa,outtax,512.5234375
Intermediate,Africa,outtax,29977.75
pdr,Asia,outtax,-1291.21875
wht,Asia,outtax,-4884.4609375
gro,Asia,outtax,-191.984375
osd,Asia,outtax,-345.4375
others,Asia,outtax,-6528.53125
Intermediate,Asia,outtax,371088
pdr,Europe,outtax,-11.805175781
wht,Europe,outtax,-196.12890625
gro,Europe,outtax,-150.61328125
osd,Europe,outtax,-254.00195313
others,Europe,outtax,-1582.9375
Intermediate,Europe,outtax,871632
pdr,N_America,outtax,-15.513916016
wht,N_America,outtax,-2.814453125
gro,N_America,outtax,-34.5
osd,N_America,outtax,-16.181640625
others,N_America,outtax,-342.375
Intermediate,N_America,outtax,689126
pdr,Oceania,outtax,-0.71243667603
wht,Oceania,outtax,-0.11279296875
gro,Oceania,outtax,-0.086669921875
osd,Oceania,outtax,-0.036376953125
others,Oceania,outtax,-0.236328125
Intermediate,Oceania,outtax,59434
pdr,S_America,outtax,-0.88134765625
wht,S_America,outtax,64.345703125
gro,S_America,outtax,8.005859375
osd,S_America,outtax,492.83007813
others,S_America,outtax,-826.40625
Intermediate,S_America,outtax,48086.5
pdr,ROW,outtax,2.72414647042751E-0004
wht,ROW,outtax,1.25360488891601E-0003
gro,ROW,outtax,1.41237676143646E-0003
osd,ROW,outtax,9.93444025516510E-0003
others,ROW,outtax,9.97960567474365E-0003
Intermediate,ROW,outtax,3.7623748779
!Header: CM05, dimensions: TRAD_COMM*REG [6*7], description: Self-sufficiency or domestic share in total use - SUFFICIENCY
TRAD_COMM,REG,Value
pdr,Africa,1.0001618862
wht,Africa,0.58521819115
gro,Africa,0.92204165459
osd,Africa,0.97509527206
others,Africa,1.0981267691
Intermediate,Africa,1.002141118
pdr,Asia,1.0015510321
wht,Asia,0.82564461231
gro,Asia,0.77511292696
osd,Asia,0.70878916979
others,Asia,0.97301346064
Intermediate,Asia,1.0189179182
pdr,Europe,0.81537050009
wht,Europe,1.0506169796
gro,Europe,0.96775859594
osd,Europe,0.80207270384
others,Europe,0.87161928415
Intermediate,Europe,0.99664950371
pdr,N_America,1.1021975279
wht,N_America,2.7297167778
gro,N_America,1.1632829905
osd,N_America,1.4875363111
others,N_America,0.94553810358
Intermediate,N_America,0.97135812044
pdr,Oceania,0.8923933506
wht,Oceania,1.236384511
gro,Oceania,1.1354372501
osd,Oceania,1.06749928
others,Oceania,1.1607403755
Intermediate,Oceania,0.99250602722
pdr,S_America,0.97401624918
wht,S_America,0.81578147411
gro,S_America,1.1110724211
osd,S_America,1.5372120142
others,S_America,1.2420637608
Intermediate,S_America,0.99749660492
pdr,ROW,0.97888082266
wht,ROW,0.96234625578
gro,ROW,0.96684658527
osd,ROW,0.94902539253
others,ROW,0.97163242102
Intermediate,ROW,0.99802327156
!Header: SF01, dimensions: DEMD_COMM*PROD_COMM*REG*DIR*PURCHVALUE [11*7*7*2*2], description: Cost structure of firms - VFA
DEMD_COMM,PROD_COMM,REG,DIR,PURCHVALUE,Value
Land,pdr,Africa,domestic,mktexp,1044.0374756
UnSkLab,pdr,Africa,domestic,mktexp,5815.5595703
SkLab,pdr,Africa,domestic,mktexp,54.178085327
Capital,pdr,Africa,domestic,mktexp,1791.121582
pdr,pdr,Africa,domestic,mktexp,325.17034912
