!Header: VOA , dimensions: NSAV_COMM*REG [12*7], description: Value of commodity i output in region r
pdr,Asia,Asia,fob,229.87315369
wht,Asia,Asia,fob,1346.9108887
gro,Asia,Asia,fob,1585.0865479
osd,Asia,Asia,fob,884.58349609
others,Asia,Asia,fob,17149.271484
Intermediate,Asia,Asia,fob,2307877.75
pdr,Europe,Asia,fob,1.0118408203
wht,Europe,Asia,fob,1805.6673584
gro,Europe,Asia,fob,1883.506958
osd,Europe,Asia,fob,404.22164917
others,Europe,Asia,fob,2112.7902832
Intermediate,Europe,Asia,fob,865194.4375
pdr,N_America,Asia,fob,64.86190033
wht,N_America,Asia,fob,4726.3769531
gro,N_America,Asia,fob,5797.9726563
osd,N_America,Asia,fob,8305.4804688
others,N_America,Asia,fob,7809.6430664
Intermediate,N_America,Asia,fob,466974.40625
pdr,Oceania,Asia,fob,4.2670760155
wht,Oceania,Asia,fob,824.35565186
gro,Oceania,Asia,fob,345.74438477
osd,Oceania,Asia,fob,153.80175781
others,Oceania,Asia,fob,1864.2110596
Intermediate,Oceania,Asia,fob,124653.84375
pdr,S_America,Asia,fob,1.0074887276
wht,S_America,Asia,fob,257.39819336
gro,S_America,Asia,fob,1394.5953369
osd,S_America,Asia,fob,7699.0927734
others,S_America,Asia,fob,2744.5268555
Intermediate,S_America,Asia,fob,111359.72656
pdr,ROW,Asia,fob,2.73210289947201E-0008
wht,ROW,Asia,fob,0.01227536425
gro,ROW,Asia,fob,0.011986754835
osd,ROW,Asia,fob,0.013768025674
others,ROW,Asia,fob,0.075406432152
Intermediate,ROW,Asia,fob,8.0638418198
pdr,Africa,Europe,fob,20.036987305
wht,Africa,Europe,fob,43.032802582
gro,Africa,Europe,fob,115.54814148
osd,Africa,Europe,fob,148.36601257
others,Africa,Europe,fob,9485.0673828
Intermediate,Africa,Europe,fob,192314.40625
pdr,Asia,Europe,fob,316.16937256
wht,Asia,Europe,fob,423.97644043
gro,Asia,Europe,fob,62.681648254
osd,Asia,Europe,fob,478.40661621
others,Asia,Europe,fob,8934.0703125
Intermediate,Asia,Europe,fob,1133192.875
pdr,Europe,Europe,fob,181.03578186
wht,Europe,Europe,fob,6629.6669922
gro,Europe,Europe,fob,6176.8017578
osd,Europe,Europe,fob,4098.4013672
others,Europe,Europe,fob,48950.972656
Intermediate,Europe,Europe,fob,4737166.5
pdr,N_America,Europe,fob,6.3486070633
wht,N_America,Europe,fob,1230.0603027
gro,N_America,Europe,fob,748.13702393
osd,N_America,Europe,fob,1733.5349121
others,N_America,Europe,fob,4531.0649414
Intermediate,N_America,Europe,fob,464221.6875
pdr,Oceania,Europe,fob,0.07310128957
wht,Oceania,Europe,fob,4.8603239059
gro,Oceania,Europe,fob,2.3131999969
osd,Oceania,Europe,fob,9.2704725266
others,Oceania,Europe,fob,636.82275391
Intermediate,Oceania,Europe,fob,38448.441406
pdr,S_America,Europe,fob,65.451522827
wht,S_America,Europe,fob,14.491411209
gro,S_America,Europe,fob,2239.3562012
osd,S_America,Europe,fob,3300.0600586
others,S_America,Europe,fob,11837.051758
Intermediate,S_America,Europe,fob,130741.03906
pdr,ROW,Europe,fob,3.93579391300136E-0008
wht,ROW,Europe,fob,0.016756132245
gro,ROW,Europe,fob,0.016362510622
osd,ROW,Europe,fob,0.020190140232
others,ROW,Europe,fob,0.11371188611
Intermediate,ROW,Europe,fob,12.096318245
pdr,Africa,N_America,fob,4.5017800331
wht,Africa,N_America,fob,13.372375488
gro,Africa,N_America,fob,43.444393158
osd,Africa,N_America,fob,34.561981201
others,Africa,N_America,fob,1027.2996826
Intermediate,Africa,N_America,fob,107894.77344
pdr,Asia,N_America,fob,34.905189514
wht,Asia,N_America,fob,5.481089592
gro,Asia,N_America,fob,26.430482864
osd,Asia,N_America,fob,135.48310852
others,Asia,N_America,fob,2792.005127
Intermediate,Asia,N_America,fob,973146.9375
pdr,Europe,N_America,fob,1.0028787851
wht,Europe,N_America,fob,11.769672394
gro,Europe,N_America,fob,13.10125351
osd,Europe,N_America,fob,38.187271118
others,Europe,N_America,fob,1542.0201416
Intermediate,Europe,N_America,fob,624587.125
pdr,N_America,N_America,fob,218.17852783
wht,N_America,N_America,fob,1294.6572266
gro,N_America,N_America,fob,2773.064209
osd,N_America,N_America,fob,2278.987793
others,N_America,N_America,fob,11281.085938
Intermediate,N_America,N_America,fob,864088.4375
pdr,Oceania,N_America,fob,0.62193775177
wht,Oceania,N_America,fob,0.21427860856
gro,Oceania,N_America,fob,0.85947984457
osd,Oceania,N_America,fob,6.2519235611
others,Oceania,N_America,fob,311.86999512
Intermediate,Oceania,N_America,fob,21546.806641
pdr,S_America,N_America,fob,3.2635543346
wht,S_America,N_America,fob,4.5519194603
gro,S_America,N_America,fob,244.01182556
osd,S_America,N_America,fob,112.33136749
others,S_America,N_America,fob,8482.4433594
Intermediate,S_America,N_America,fob,150247.92188
pdr,ROW,N_America,fob,7.77329492848366E-0004
wht,ROW,N_America,fob,0.020169002935
gro,ROW,N_America,fob,0.019692750648
osd,ROW,N_America,fob,0.021795069799
others,ROW,N_America,fob,0.10728415847
Intermediate,ROW,N_America,fob,9.9289340973
pdr,Africa,Oceania,fob,0.60401767492
wht,Africa,Oceania,fob,1.8619765043
gro,Africa,Oceania,fob,3.731695652
osd,Africa,Oceania,fob,1.5274918079
others,Africa,Oceania,fob,58.899742126
Intermediate,Africa,Oceania,fob,3239.9567871
pdr,Asia,Oceania,fob,7.7179598808
wht,Asia,Oceania,fob,1.2470368147
gro,Asia,Oceania,fob,2.8407957554
osd,Asia,Oceania,fob,35.108959198
others,Asia,Oceania,fob,341.69677734
Intermediate,Asia,Oceania,fob,97486.945313
pdr,Europe,Oceania,fob,0.38639742136
wht,Europe,Oceania,fob,2.1081566811
gro,Europe,Oceania,fob,0.86680734158
osd,Europe,Oceania,fob,1.5478260517
others,Europe,Oceania,fob,148.14100647
Intermediate,Europe,Oceania,fob,58814.722656
pdr,N_America,Oceania,fob,0.2932690084
wht,N_America,Oceania,fob,13.773999214
gro,N_America,Oceania,fob,11.983728409
osd,N_America,Oceania,fob,18.852012634
others,N_America,Oceania,fob,229.67085266
Intermediate,N_America,Oceania,fob,32646.880859
pdr,Oceania,Oceania,fob,8.8803682327
wht,Oceania,Oceania,fob,41.301315308
gro,Oceania,Oceania,fob,7.0659518242
osd,Oceania,Oceania,fob,6.1454286575
others,Oceania,Oceania,fob,261.83084106
Intermediate,Oceania,Oceania,fob,15682.688477
pdr,S_America,Oceania,fob,0.012569229119
wht,S_America,Oceania,fob,0.14157764614
gro,S_America,Oceania,fob,3.1969549656
osd,S_America,Oceania,fob,14.670554161
others,S_America,Oceania,fob,106.94487762
Intermediate,S_America,Oceania,fob,3090.3769531
pdr,ROW,Oceania,fob,2.00603200717353E-0009
wht,ROW,Oceania,fob,9.25150117836893E-0004
gro,ROW,Oceania,fob,9.03389940503985E-0004
osd,ROW,Oceania,fob,9.99660696834326E-0004
others,ROW,Oceania,fob,4.43964870646596E-0003
Intermediate,ROW,Oceania,fob,0.59845530987
pdr,Africa,S_America,fob,0.84855461121
wht,Africa,S_America,fob,2.4890129566
gro,Africa,S_America,fob,11.041582108
osd,Africa,S_America,fob,5.9643573761
others,Africa,S_America,fob,145.93336487
Intermediate,Africa,S_America,fob,15646.546875
pdr,Asia,S_America,fob,2.0770583153
wht,Asia,S_America,fob,1.016630888
gro,Asia,S_America,fob,3.9053175449
osd,Asia,S_America,fob,13.340082169
others,Asia,S_America,fob,513.94750977
Intermediate,Asia,S_America,fob,108725.60938
pdr,Europe,S_America,fob,0.77680754662
wht,Europe,S_America,fob,4.5640845299
gro,Europe,S_America,fob,8.2823314667
osd,Europe,S_America,fob,7.6375303268
others,Europe,S_America,fob,292.08389282
Intermediate,Europe,S_America,fob,120837.60938
pdr,N_America,S_America,fob,200.99714661
wht,N_America,S_America,fob,2055.90625
gro,N_America,S_America,fob,1928.9671631
osd,N_America,S_America,fob,260.01412964
others,N_America,S_America,fob,1196.1643066
Intermediate,N_America,S_America,fob,128113.55469
pdr,Oceania,S_America,fob,0.059657901525
wht,Oceania,S_America,fob,0.65581011772
gro,Oceania,S_America,fob,1.4953055382
osd,Oceania,S_America,fob,1.986259222
others,Oceania,S_America,fob,18.273021698
Intermediate,Oceania,S_America,fob,3516.5771484
pdr,S_America,S_America,fob,100.99629974
wht,S_America,S_America,fob,1426.0366211
gro,S_America,S_America,fob,856.02545166
osd,S_America,S_America,fob,763.41400146
others,S_America,S_America,fob,1817.4499512
Intermediate,S_America,S_America,fob,109018.96094
pdr,ROW,S_America,fob,5.50272671873131E-0009
wht,ROW,S_America,fob,1.47528853267431E-0003
gro,ROW,S_America,fob,1.44096417352557E-0003
osd,ROW,S_America,fob,1.59377092495560E-0003
others,ROW,S_America,fob,0.011638098396
Intermediate,ROW,S_America,fob,1.5859258175
pdr,Africa,ROW,fob,1.25160426250659E-0004
wht,Africa,ROW,fob,1.16631956188939E-0004
gro,Africa,ROW,fob,4.03904356062412E-0004
osd,Africa,ROW,fob,1.59999035531655E-0004
others,Africa,ROW,fob,3.28101450577378E-0003
Intermediate,Africa,ROW,fob,0.61747020483
pdr,Asia,ROW,fob,7.53168787923642E-0005
wht,Asia,ROW,fob,0.012330514379
gro,Asia,ROW,fob,0.012132499367
osd,Asia,ROW,fob,0.013833762147
others,Asia,ROW,fob,0.077377386391
Intermediate,Asia,ROW,fob,8.2427797318
pdr,Europe,ROW,fob,1.34655365968683E-0007
wht,Europe,ROW,fob,0.016915740445
gro,Europe,ROW,fob,0.016393853351
osd,Europe,ROW,fob,0.020202571526
others,Europe,ROW,fob,0.11386963725
Intermediate,Europe,ROW,fob,12.040828705
pdr,N_America,ROW,fob,7.77357199694961E-0004
wht,N_America,ROW,fob,0.020164018497
gro,N_America,ROW,fob,0.019698636606
osd,N_America,ROW,fob,0.021794682369
others,N_America,ROW,fob,0.10679501295
Intermediate,N_America,ROW,fob,10.156644821
pdr,Oceania,ROW,fob,6.43858355520166E-0010
wht,Oceania,ROW,fob,9.24961525015533E-0004
gro,Oceania,ROW,fob,9.03406529687345E-0004
osd,Oceania,ROW,fob,1.00157130509614E-0003
others,Oceania,ROW,fob,4.43172128871083E-0003
Intermediate,Oceania,ROW,fob,0.57750171423
pdr,S_America,ROW,fob,5.69198050470732E-0007
wht,S_America,ROW,fob,1.47914153058081E-0003
gro,S_America,ROW,fob,1.47773092612624E-0003
osd,S_America,ROW,fob,1.59432878717780E-0003
others,S_America,ROW,fob,0.01179321669
Intermediate,S_America,ROW,fob,1.5466080904
pdr,ROW,ROW,fob,1.00000011116208E-0006
wht,ROW,ROW,fob,1.00001011560380E-0006
gro,ROW,ROW,fob,1.00002023373235E-0006
osd,ROW,ROW,fob,1.00000158909097E-0006
others,ROW,ROW,fob,4.00178032577969E-0006
Intermediate,ROW,ROW,fob,5.28838463651482E-0005
pdr,Africa,Africa,trans,3.0060443878
wht,Africa,Africa,trans,6.2628555298
gro,Africa,Africa,trans,31.714019775
osd,Africa,Africa,trans,44.044593811
others,Africa,Africa,trans,186.42675781
Intermediate,Africa,Africa,trans,3491.1484375
pdr,Asia,Africa,trans,2.4169578552
wht,Asia,Africa,trans,25.675201416
gro,Asia,Africa,trans,1.9987506866
osd,Asia,Africa,trans,4.8046722412
others,Asia,Africa,trans,85.50604248
Intermediate,Asia,Africa,trans,7004.5234375
pdr,Europe,Africa,trans,0.26599621773
wht,Europe,Africa,trans,303.68481445
gro,Europe,Africa,trans,27.967559814
osd,Europe,Africa,trans,10.923862457
others,Europe,Africa,trans,124.09960938
Intermediate,Europe,Africa,trans,8140.921875
pdr,N_America,Africa,trans,2.3268718719
wht,N_America,Africa,trans,269.84667969
gro,N_America,Africa,trans,129.9095459
osd,N_America,Africa,trans,65.020599365
others,N_America,Africa,trans,31.683074951
Intermediate,N_America,Africa,trans,1157.6992188
pdr,Oceania,Africa,trans,0.016660004854
wht,Oceania,Africa,trans,0.093596458435
gro,Oceania,Africa,trans,1.5529232025
osd,Oceania,Africa,trans,0.2264509201
others,Oceania,Africa,trans,5.3595581055
Intermediate,Oceania,Africa,trans,174.40527344
pdr,S_America,Africa,trans,0.16783487797
wht,S_America,Africa,trans,37.612060547
gro,S_America,Africa,trans,85.335998535
osd,S_America,Africa,trans,62.382293701
others,S_America,Africa,trans,24.026748657
Intermediate,S_America,Africa,trans,1039.9990234
others,ROW,Africa,trans,3.03633511066437E-0004
Intermediate,ROW,Africa,trans,0.01861011982
pdr,Africa,Asia,trans,3.2348918915
wht,Africa,Asia,trans,0.24792098999
gro,Africa,Asia,trans,2.7511978149
osd,Africa,Asia,trans,38.350646973
others,Africa,Asia,trans,345.86181641
Intermediate,Africa,Asia,trans,4833.984375
pdr,Asia,Asia,trans,29.162918091
wht,Asia,Asia,trans,113.25280762
gro,Asia,Asia,trans,155.77453613
osd,Asia,Asia,trans,121.30407715
others,Asia,Asia,trans,2895.6152344
Intermediate,Asia,Asia,trans,105099.75
pdr,Europe,Asia,trans,0.12473702431
wht,Europe,Asia,trans,151.27966309
gro,Europe,Asia,trans,130.40771484
osd,Europe,Asia,trans,47.931945801
others,Europe,Asia,trans,245.96704102
Intermediate,Europe,Asia,trans,26823.875
pdr,N_America,Asia,trans,9.0401535034
wht,N_America,Asia,trans,399.65234375
gro,N_America,Asia,trans,592.31103516
osd,N_America,Asia,trans,1666.0449219
others,N_America,Asia,trans,973.48681641
Intermediate,N_America,Asia,trans,14814.09375
pdr,Oceania,Asia,trans,0.58320379257
wht,Oceania,Asia,trans,69.701049805
gro,Oceania,Asia,trans,23.537231445
osd,Oceania,Asia,trans,17.585510254
others,Oceania,Asia,trans,326.56506348
Intermediate,Oceania,Asia,trans,11284.890625
pdr,S_America,Asia,trans,0.12698614597
wht,S_America,Asia,trans,21.700317383
gro,S_America,Asia,trans,144.93444824
osd,S_America,Asia,trans,1729.5244141
others,S_America,Asia,trans,262.48144531
Intermediate,S_America,Asia,trans,21444.867188
wht,ROW,Asia,trans,9.61606390774250E-0004
gro,ROW,Asia,trans,1.03491730988025E-0003
osd,ROW,Asia,trans,2.41278205066919E-0003
others,ROW,Asia,trans,0.01049605757
Intermediate,ROW,Asia,trans,0.27364444733
pdr,Africa,Europe,trans,0.88318634033
wht,Africa,Europe,trans,0.11436843872
gro,Africa,Europe,trans,2.6171569824
osd,Africa,Europe,trans,18.723495483
others,Africa,Europe,trans,1827.5996094
Intermediate,Africa,Europe,trans,8385.4375
pdr,Asia,Europe,trans,42.511199951
wht,Asia,Europe,trans,34.531524658
gro,Asia,Europe,trans,2.88722229
osd,Asia,Europe,trans,52.744628906
others,Asia,Europe,trans,1263.3652344
Intermediate,Asia,Europe,trans,43133.375
pdr,Europe,Europe,trans,6.9235839844
wht,Europe,Europe,trans,407.06103516
gro,Europe,Europe,trans,343.88232422
osd,Europe,Europe,trans,234.79541016
others,Europe,Europe,trans,3472.46875
Intermediate,Europe,Europe,trans,96967.5
pdr,N_America,Europe,trans,0.30191707611
wht,N_America,Europe,trans,67.581298828
gro,N_America,Europe,trans,31.556884766
osd,N_America,Europe,trans,81.295654297
others,N_America,Europe,trans,164.90283203
Intermediate,N_America,Europe,trans,4594.96875
pdr,Oceania,Europe,trans,0.010080568492
wht,Oceania,Europe,trans,0.40073728561
gro,Oceania,Europe,trans,0.13586568832
osd,Oceania,Europe,trans,1.7848815918
others,Oceania,Europe,trans,126.32598877
Intermediate,Oceania,Europe,trans,1271.578125
pdr,S_America,Europe,trans,9.1120834351
wht,S_America,Europe,trans,0.9057264328
gro,S_America,Europe,trans,230.65429688
osd,S_America,Europe,trans,713.27099609
others,S_America,Europe,trans,1679.4101563
Intermediate,S_America,Europe,trans,8757.5703125
wht,ROW,Europe,trans,1.31258741021156E-0003
gro,ROW,Europe,trans,1.41265615820884E-0003
osd,ROW,Europe,trans,3.53822857141495E-0003
others,ROW,Europe,trans,0.015697099268
Intermediate,ROW,Europe,trans,0.41804599762
pdr,Africa,N_America,trans,0.028932094574
wht,Africa,N_America,trans,0.026350021362
gro,Africa,N_America,trans,1.7482261658
osd,Africa,N_America,trans,4.0065307617
others,Africa,N_America,trans,101.28564453
Intermediate,Africa,N_America,trans,3906.2265625
pdr,Asia,N_America,trans,3.9962692261
wht,Asia,N_America,trans,8.63838195800781E-0003
gro,Asia,N_America,trans,0.87666702271
osd,Asia,N_America,trans,18.857406616
others,Asia,N_America,trans,229.04663086
Intermediate,Asia,N_America,trans,37624.5625
pdr,Europe,N_America,trans,0.13925564289
wht,Europe,N_America,trans,0.031493186951
gro,Europe,N_America,trans,0.79041290283
osd,Europe,N_America,trans,3.7989578247
others,Europe,N_America,trans,200.1048584
Intermediate,Europe,N_America,trans,16182.75
pdr,N_America,N_America,trans,23.293212891
wht,N_America,N_America,trans,109.47460938
gro,N_America,N_America,trans,250.29345703
osd,N_America,N_America,trans,414.32739258
others,N_America,N_America,trans,3884.0419922
Intermediate,N_America,N_America,trans,44184.875
pdr,Oceania,N_America,trans,0.084783017635
wht,Oceania,N_America,trans,0.016573339701
gro,Oceania,N_America,trans,0.076381444931
osd,Oceania,N_America,trans,0.59451723099
others,Oceania,N_America,trans,52.795623779
Intermediate,Oceania,N_America,trans,722.34375
pdr,S_America,N_America,trans,0.39814996719
wht,S_America,N_America,trans,0.33868169785
gro,S_America,N_America,trans,14.217880249
osd,S_America,N_America,trans,14.509277344
others,S_America,N_America,trans,1514.3681641
Intermediate,S_America,N_America,trans,7320.28125
pdr,ROW,N_America,trans,9.00243176147342E-0005
wht,ROW,N_America,trans,1.58012285828590E-0003
gro,ROW,N_America,trans,1.70058757066727E-0003
osd,ROW,N_America,trans,3.81952896714211E-0003
others,ROW,N_America,trans,0.014583826065
Intermediate,ROW,N_America,trans,0.34628677368
pdr,Africa,Oceania,trans,7.23004341125488E-0005
wht,Africa,Oceania,trans,1.54280662536621E-0003
gro,Africa,Oceania,trans,7.01332092285156E-0003
osd,Africa,Oceania,trans,7.04813003540039E-0003
others,Africa,Oceania,trans,3.3948326111
Intermediate,Africa,Oceania,trans,110.63232422
pdr,Asia,Oceania,trans,0.96909856796
wht,Asia,Oceania,trans,0.043414354324
gro,Asia,Oceania,trans,0.10644936562
osd,Asia,Oceania,trans,3.4647064209
others,Asia,Oceania,trans,31.666107178
Intermediate,Asia,Oceania,trans,4574.1328125
pdr,Europe,Oceania,trans,0.053947806358
wht,Europe,Oceania,trans,6.87694549560547E-0003
gro,Europe,Oceania,trans,0.030585050583
osd,Europe,Oceania,trans,0.13715088367
others,Europe,Oceania,trans,10.232269287
Intermediate,Europe,Oceania,trans,1679.7460938
pdr,N_America,Oceania,trans,0.040954589844
wht,N_America,Oceania,trans,1.1646137238
gro,N_America,Oceania,trans,1.0757675171
osd,N_America,Oceania,trans,3.8773174286
others,N_America,Oceania,trans,32.801742554
Intermediate,N_America,Oceania,trans,1024.5488281
pdr,Oceania,Oceania,trans,1.2403812408
wht,Oceania,Oceania,trans,3.4922790527
gro,Oceania,Oceania,trans,0.51706075668
osd,Oceania,Oceania,trans,0.62766265869
others,Oceania,Oceania,trans,63.839385986
Intermediate,Oceania,Oceania,trans,986.33496094
pdr,S_America,Oceania,trans,4.03726473450661E-0004
wht,S_America,Oceania,trans,5.59008121490479E-0003
gro,S_America,Oceania,trans,0.26922154427
osd,S_America,Oceania,trans,1.9009046555
others,S_America,Oceania,trans,10.347183228
Intermediate,S_America,Oceania,trans,93.924560547
wht,ROW,Oceania,trans,7.24734272807837E-0005
gro,ROW,Oceania,trans,7.79986730776727E-0005
osd,ROW,Oceania,trans,1.75185734406114E-0004
others,ROW,Oceania,trans,6.20051752775908E-0004
Intermediate,ROW,Oceania,trans,0.020529508591
pdr,Africa,S_America,trans,1.15275382995605E-0004
wht,Africa,S_America,trans,4.79698181152344E-0003
gro,Africa,S_America,trans,0.57922458649
osd,Africa,S_America,trans,1.469004631
others,Africa,S_America,trans,10.587539673
Intermediate,Africa,S_America,trans,623.02246094
pdr,Asia,S_America,trans,0.13957023621
wht,Asia,S_America,trans,2.50697135925293E-0003
gro,Asia,S_America,trans,0.077405691147
osd,Asia,S_America,trans,2.3115215302
others,Asia,S_America,trans,47.827453613
Intermediate,Asia,S_America,trans,4566.9375
pdr,Europe,S_America,trans,0.10533326864
wht,Europe,S_America,trans,0.12662792206
gro,Europe,S_America,trans,0.59803104401
osd,Europe,S_America,trans,0.69739246368
others,Europe,S_America,trans,28.3331604
Intermediate,Europe,S_America,trans,3872.53125
pdr,N_America,S_America,trans,21.115005493
wht,N_America,S_America,trans,173.84716797
gro,N_America,S_America,trans,202.30895996
osd,N_America,S_America,trans,57.494293213
others,N_America,S_America,trans,169.58374023
Intermediate,N_America,S_America,trans,6530.9453125
pdr,Oceania,S_America,trans,6.22953474521637E-0003
wht,Oceania,S_America,trans,0.055154085159
gro,Oceania,S_America,trans,0.12097477913
osd,Oceania,S_America,trans,0.17115879059
others,Oceania,S_America,trans,1.590297699
Intermediate,Oceania,S_America,trans,180.38305664
pdr,S_America,S_America,trans,13.667984009
wht,S_America,S_America,trans,120.57702637
gro,S_America,S_America,trans,81.985290527
osd,S_America,S_America,trans,166.14501953
others,S_America,S_America,trans,287.63989258
Intermediate,S_America,S_America,trans,8081.2421875
wht,ROW,S_America,trans,1.15541042760014E-0004
gro,ROW,S_America,trans,1.24349840916693E-0004
osd,ROW,S_America,trans,2.79290485195816E-0004
others,ROW,S_America,trans,1.69094093143940E-0003
Intermediate,ROW,S_America,trans,0.050695419312
others,Africa,ROW,trans,3.03633511066437E-0004
Intermediate,Africa,ROW,trans,0.018138766289
wht,Asia,ROW,trans,9.61606390774250E-0004
gro,Asia,ROW,trans,1.03491824120283E-0003
osd,Asia,ROW,trans,2.41278205066919E-0003
others,Asia,ROW,trans,0.01049605757
Intermediate,Asia,ROW,trans,0.2812538147
wht,Europe,ROW,trans,1.31258741021156E-0003
gro,Europe,ROW,trans,1.41265802085399E-0003
osd,Europe,ROW,trans,3.53823043406010E-0003
others,Europe,ROW,trans,0.015697091818
Intermediate,Europe,ROW,trans,0.4104309082
pdr,N_America,ROW,trans,9.00243176147342E-0005
wht,N_America,ROW,trans,1.58012099564075E-0003
gro,N_America,ROW,trans,1.70058757066727E-0003
osd,N_America,ROW,trans,3.81952896714211E-0003
others,N_America,ROW,trans,0.014583826065
Intermediate,N_America,ROW,trans,0.36378860474
wht,Oceania,ROW,trans,7.24735436961055E-0005
gro,Oceania,ROW,trans,7.79986148700118E-0005
osd,Oceania,ROW,trans,1.75185734406114E-0004
others,Oceania,ROW,trans,6.20051752775908E-0004
Intermediate,Oceania,ROW,trans,0.019865334034
wht,S_America,ROW,trans,1.15541042760014E-0004
gro,S_America,ROW,trans,1.24349840916693E-0004
osd,S_America,ROW,trans,2.79290485195816E-0004
others,S_America,ROW,trans,1.69094000011683E-0003
Intermediate,S_America,ROW,trans,0.05078458786
!Header: BX01, dimensions: TRAD_COMM*REG*EXPVALUE [6*7*2], description: Decomposition of exports to own region at world prices: VXWD=VXMD+XTAX
TRAD_COMM,REG,EXPVALUE,Value
pdr,Africa,exprev,26.139080048
wht,Africa,exprev,76.114021301
gro,Africa,exprev,334.8772583
osd,Africa,exprev,127.24259186
others,Africa,exprev,1680.8151855
Intermediate,Africa,exprev,44989.226563
pdr,Asia,exprev,229.87315369
wht,Asia,exprev,1346.9108887
gro,Asia,exprev,1585.0865479
osd,Asia,exprev,884.58349609
others,Asia,exprev,17171.626953
Intermediate,Asia,exprev,2285723.75
pdr,Europe,exprev,181.03578186
wht,Europe,exprev,6629.6669922
gro,Europe,exprev,6176.8017578
osd,Europe,exprev,4098.4013672
others,Europe,exprev,48977.542969
Intermediate,Europe,exprev,4682165
pdr,N_America,exprev,218.17852783
wht,N_America,exprev,1295.6016846
gro,N_America,exprev,2775.8461914
osd,N_America,exprev,2278.987793
others,N_America,exprev,11281.085938
Intermediate,N_America,exprev,864087
pdr,Oceania,exprev,8.8803682327
wht,Oceania,exprev,41.301315308
gro,Oceania,exprev,7.0659518242
osd,Oceania,exprev,6.1454286575
others,Oceania,exprev,261.83084106
Intermediate,Oceania,exprev,15647.695313
pdr,S_America,exprev,100.99629974
wht,S_America,exprev,1426.0366211
gro,S_America,exprev,856.02545166
osd,S_America,exprev,763.41400146
others,S_America,exprev,1817.4499512
Intermediate,S_America,exprev,107496.28906
pdr,ROW,exprev,1.00000011116208E-0006
wht,ROW,exprev,1.00001011560380E-0006
gro,ROW,exprev,1.00002023373235E-0006
osd,ROW,exprev,1.00000158909097E-0006
others,ROW,exprev,4.00178032577969E-0006
Intermediate,ROW,exprev,5.28828386450186E-0005
Intermediate,Africa,xtax,988.9296875
others,Asia,xtax,-22.35546875
Intermediate,Asia,xtax,22154
others,Europe,xtax,-26.5703125
Intermediate,Europe,xtax,55001.5
wht,N_America,xtax,-0.94445800781
gro,N_America,xtax,-2.7819824219
Intermediate,N_America,xtax,1.4375
Intermediate,Oceania,xtax,34.993164063
Intermediate,S_America,xtax,1522.671875
Intermediate,ROW,xtax,1.00772012956440E-0009
!Header: BX02, dimensions: TRAD_COMM*REG*IMPVALUE [6*7*2], description: Decomposition of imports from self at market prices: VIMS=VIWS+MTAX
TRAD_COMM,REG,IMPVALUE,Value
pdr,Africa,impcost,29.145124435
wht,Africa,impcost,82.376876831
gro,Africa,impcost,366.59127808
osd,Africa,impcost,171.28718567
others,Africa,impcost,1867.2419434
Intermediate,Africa,impcost,49469.304688
pdr,Asia,impcost,259.03607178
wht,Asia,impcost,1460.1636963
gro,Asia,impcost,1740.861084
osd,Asia,impcost,1005.8875732
others,Asia,impcost,20044.886719
Intermediate,Asia,impcost,2412977.5
pdr,Europe,impcost,187.95936584
wht,Europe,impcost,7036.7280273
gro,Europe,impcost,6520.684082
osd,Europe,impcost,4333.1967773
others,Europe,impcost,52423.441406
Intermediate,Europe,impcost,4834134
pdr,N_America,impcost,241.47174072
wht,N_America,impcost,1404.1318359
gro,N_America,impcost,3023.357666
osd,N_America,impcost,2693.3151855
others,N_America,impcost,15165.12793
Intermediate,N_America,impcost,908273.3125
pdr,Oceania,impcost,10.120749474
wht,Oceania,impcost,44.79359436
gro,Oceania,impcost,7.5830125809
osd,Oceania,impcost,6.7730913162
others,Oceania,impcost,325.67022705
Intermediate,Oceania,impcost,16669.023438
pdr,S_America,impcost,114.66428375
wht,S_America,impcost,1546.6136475
gro,S_America,impcost,938.01074219
osd,S_America,impcost,929.559021
others,S_America,impcost,2105.0898438
Intermediate,S_America,impcost,117100.20313
pdr,ROW,impcost,1.00000011116208E-0006
wht,ROW,impcost,1.00001011560380E-0006
gro,ROW,impcost,1.00002023373235E-0006
osd,ROW,impcost,1.00000158909097E-0006
others,ROW,impcost,4.00178032577969E-0006
Intermediate,ROW,impcost,5.28838463651482E-0005
pdr,Africa,mtax,0.34079742432
wht,Africa,mtax,1.9544906616
gro,Africa,mtax,3.2198791504
osd,Africa,mtax,4.4147033691
others,Africa,mtax,124.54956055
Intermediate,Africa,mtax,2383.8789063
pdr,Asia,mtax,36.957183838
wht,Asia,mtax,83.917724609
gro,Asia,mtax,120.12683105
osd,Asia,mtax,428.66149902
others,Asia,mtax,2000.8300781
Intermediate,Asia,mtax,96113.75
pdr,Europe,mtax,0.60820007324
wht,Europe,mtax,302.03759766
gro,Europe,mtax,187.26660156
osd,Europe,mtax,26.912597656
others,Europe,mtax,1027.109375
Intermediate,Europe,mtax,21100
gro,N_America,mtax,336.11499023
osd,N_America,mtax,0.70825195313
others,N_America,mtax,57.991210938
Intermediate,N_America,mtax,2456.375
pdr,Oceania,mtax,0.56362247467
wht,Oceania,mtax,0.48254013062
gro,Oceania,mtax,0.028134346008
osd,Oceania,mtax,0.023215293884
