!Header: AG01, dimensions: REG*GDPEXPEND [7*5], description: GDPEXP = C + I + G + X - M, GDP from the expenditure side
REG,GDPEXPEND,Value
Intermediate,Asia,outtax,641337
pdr,Europe,outtax,-2.6422119141
wht,Europe,outtax,-173.48242188
gro,Europe,outtax,-88.28125
osd,Europe,outtax,-15.151367188
others,Europe,outtax,53
Intermediate,Europe,outtax,224052
pdr,N_America,outtax,-35.397949219
wht,N_America,outtax,-796.85742188
gro,N_America,outtax,-2974.8007813
osd,N_America,outtax,-948.4921875
others,N_America,outtax,-18.2578125
Intermediate,N_America,outtax,70118
pdr,Oceania,outtax,-1.2197418213
wht,Oceania,outtax,-45.314208984
gro,Oceania,outtax,-9.1099853516
osd,Oceania,outtax,-1.9246826172
others,Oceania,outtax,-3.513671875
Intermediate,Oceania,outtax,19626.0625
pdr,S_America,outtax,-39.145507813
wht,S_America,outtax,12.504882813
gro,S_America,outtax,-22.223632813
osd,S_America,outtax,-77.798828125
others,S_America,outtax,-238.5703125
Intermediate,S_America,outtax,-10727.5
pdr,ROW,outtax,-32.984619141
wht,ROW,outtax,-101.15307617
gro,ROW,outtax,-112.92285156
osd,ROW,outtax,-50.299194336
others,ROW,outtax,-229.38574219
Intermediate,ROW,outtax,6129.84375
!Header: CM05, dimensions: TRAD_COMM*REG [6*7], description: Self-sufficiency or domestic share in total use - SUFFICIENCY
TRAD_COMM,REG,Value
pdr,Africa,0.99837088585
wht,Africa,0.77068686485
gro,Africa,0.90693753958
osd,Africa,1.0034365654
others,Africa,1.2032425404
Intermediate,Africa,0.96806126833
pdr,Asia,0.99803566933
wht,Asia,0.72105801105
gro,Asia,0.71021014452
osd,Asia,0.76225954294
others,Asia,0.95912027359
Intermediate,Asia,0.99884212017
pdr,Europe,0.74026811123
wht,Europe,0.97060322762
gro,Europe,0.97831654549
osd,Europe,0.67797762156
others,Europe,0.84599411488
Intermediate,Europe,1.0036953688
pdr,N_America,1.1209863424
wht,N_America,1.8094147444
gro,N_America,1.11016047
osd,N_America,1.4206727743
others,N_America,0.96711361408
Intermediate,N_America,0.98954963684
pdr,Oceania,1.1302574873
wht,Oceania,3.3766245842
gro,Oceania,1.1698399782
osd,Oceania,1.6451945305
others,Oceania,1.2459815741
Intermediate,Oceania,0.98928028345
pdr,S_America,0.98542064428
wht,S_America,0.93799299002
gro,S_America,1.003620863
osd,S_America,1.1084835529
others,S_America,1.1423333883
Intermediate,S_America,0.96731281281
pdr,ROW,1.0006699562
wht,ROW,0.96528452635
gro,ROW,0.96812307835
osd,ROW,1.0272156
others,ROW,1.0202240944
Intermediate,ROW,0.96943891048
!Header: SF01, dimensions: DEMD_COMM*PROD_COMM*REG*DIR*PURCHVALUE [11*7*7*2*2], description: Cost structure of firms - VFA
DEMD_COMM,PROD_COMM,REG,DIR,PURCHVALUE,Value
Land,pdr,Africa,domestic,mktexp,737.81854248
UnSkLab,pdr,Africa,domestic,mktexp,4326.6669922
SkLab,pdr,Africa,domestic,mktexp,34.958732605
Capital,pdr,Africa,domestic,mktexp,998.55938721
pdr,pdr,Africa,domestic,mktexp,883.29003906
wht,pdr,Africa,domestic,mktexp,0.23531702161
gro,pdr,Africa,domestic,mktexp,0.30265194178
osd,pdr,Africa,domestic,mktexp,0.55728632212
others,pdr,Africa,domestic,mktexp,4.1688075066
Intermediate,pdr,Africa,domestic,mktexp,3157.6806641
Land,wht,Africa,domestic,mktexp,904.81903076
UnSkLab,wht,Africa,domestic,mktexp,4603.449707
SkLab,wht,Africa,domestic,mktexp,59.751789093
Capital,wht,Africa,domestic,mktexp,2521.7041016
pdr,wht,Africa,domestic,mktexp,0.1755848974
wht,wht,Africa,domestic,mktexp,238.5539856
gro,wht,Africa,domestic,mktexp,0.54908120632
osd,wht,Africa,domestic,mktexp,0.33559060097
others,wht,Africa,domestic,mktexp,2.5139291286
Intermediate,wht,Africa,domestic,mktexp,2768.0383301
Land,gro,Africa,domestic,mktexp,1035.3201904
UnSkLab,gro,Africa,domestic,mktexp,5131.3041992
SkLab,gro,Africa,domestic,mktexp,52.819290161
Capital,gro,Africa,domestic,mktexp,2181.0854492
pdr,gro,Africa,domestic,mktexp,1.2558159828
wht,gro,Africa,domestic,mktexp,1.4587494135
gro,gro,Africa,domestic,mktexp,307.01675415
osd,gro,Africa,domestic,mktexp,2.1887536049
others,gro,Africa,domestic,mktexp,9.6191701889
Intermediate,gro,Africa,domestic,mktexp,2145.7387695
Land,osd,Africa,domestic,mktexp,215.31916809
UnSkLab,osd,Africa,domestic,mktexp,1130.49646
SkLab,osd,Africa,domestic,mktexp,10.941090584
Capital,osd,Africa,domestic,mktexp,411.63037109
pdr,osd,Africa,domestic,mktexp,3.1110854149
wht,osd,Africa,domestic,mktexp,2.857448101
gro,osd,Africa,domestic,mktexp,2.9473819733
osd,osd,Africa,domestic,mktexp,86.640693665
others,osd,Africa,domestic,mktexp,15.466691971
Intermediate,osd,Africa,domestic,mktexp,619.36401367
Land,others,Africa,domestic,mktexp,3676.7319336
UnSkLab,others,Africa,domestic,mktexp,19032.316406
SkLab,others,Africa,domestic,mktexp,184.64790344
Capital,others,Africa,domestic,mktexp,7130.7685547
pdr,others,Africa,domestic,mktexp,7.8181343079
wht,others,Africa,domestic,mktexp,27.679027557
gro,others,Africa,domestic,mktexp,19.165454865
osd,others,Africa,domestic,mktexp,17.109128952
others,others,Africa,domestic,mktexp,1697.494751
Intermediate,others,Africa,domestic,mktexp,11077.463867
Land,Intermediate,Africa,domestic,mktexp,2427.2141113
UnSkLab,Intermediate,Africa,domestic,mktexp,174459.32813
SkLab,Intermediate,Africa,domestic,mktexp,67481.65625
Capital,Intermediate,Africa,domestic,mktexp,187355.875
NatlRes,Intermediate,Africa,domestic,mktexp,18558.876953
pdr,Intermediate,Africa,domestic,mktexp,8802.8935547
wht,Intermediate,Africa,domestic,mktexp,3863.4807129
gro,Intermediate,Africa,domestic,mktexp,3160.598877
osd,Intermediate,Africa,domestic,mktexp,1312.9213867
others,Intermediate,Africa,domestic,mktexp,11265.288086
Intermediate,Intermediate,Africa,domestic,mktexp,429589.9375
pdr,CGDS,Africa,domestic,mktexp,0.1401823312
wht,CGDS,Africa,domestic,mktexp,0.21449588239
gro,CGDS,Africa,domestic,mktexp,0.16867493093
osd,CGDS,Africa,domestic,mktexp,0.080996006727
others,CGDS,Africa,domestic,mktexp,15.828681946
Intermediate,CGDS,Africa,domestic,mktexp,71358.265625
Land,pdr,Asia,domestic,mktexp,28266.177734
UnSkLab,pdr,Asia,domestic,mktexp,34960.632813
SkLab,pdr,Asia,domestic,mktexp,298.01522827
Capital,pdr,Asia,domestic,mktexp,13164.619141
pdr,pdr,Asia,domestic,mktexp,9802.0380859
wht,pdr,Asia,domestic,mktexp,13.584547043
gro,pdr,Asia,domestic,mktexp,30.842092514
osd,pdr,Asia,domestic,mktexp,31.550006866
others,pdr,Asia,domestic,mktexp,1694.9200439
Intermediate,pdr,Asia,domestic,mktexp,24089.230469
Land,wht,Asia,domestic,mktexp,5379.7929688
UnSkLab,wht,Asia,domestic,mktexp,7145.4838867
SkLab,wht,Asia,domestic,mktexp,47.522499084
Capital,wht,Asia,domestic,mktexp,2660.0053711
pdr,wht,Asia,domestic,mktexp,8.5932340622
wht,wht,Asia,domestic,mktexp,6035.4990234
gro,wht,Asia,domestic,mktexp,27.374979019
osd,wht,Asia,domestic,mktexp,15.910390854
others,wht,Asia,domestic,mktexp,130.8210144
Intermediate,wht,Asia,domestic,mktexp,7790.3691406
Land,gro,Asia,domestic,mktexp,6927.6733398
UnSkLab,gro,Asia,domestic,mktexp,9344.6953125
SkLab,gro,Asia,domestic,mktexp,68.952430725
Capital,gro,Asia,domestic,mktexp,2773.5302734
pdr,gro,Asia,domestic,mktexp,139.32723999
wht,gro,Asia,domestic,mktexp,83.633666992
gro,gro,Asia,domestic,mktexp,972.86383057
osd,gro,Asia,domestic,mktexp,109.67636871
others,gro,Asia,domestic,mktexp,391.19958496
Intermediate,gro,Asia,domestic,mktexp,6681.7949219
Land,osd,Asia,domestic,mktexp,8821.7568359
UnSkLab,osd,Asia,domestic,mktexp,9780.3496094
SkLab,osd,Asia,domestic,mktexp,47.754932404
Capital,osd,Asia,domestic,mktexp,3478.1428223
pdr,osd,Asia,domestic,mktexp,132.18399048
wht,osd,Asia,domestic,mktexp,112.54689026
gro,osd,Asia,domestic,mktexp,112.85562897
osd,osd,Asia,domestic,mktexp,1000.5644531
others,osd,Asia,domestic,mktexp,627.93041992
Intermediate,osd,Asia,domestic,mktexp,6495.8789063
Land,others,Asia,domestic,mktexp,59196.730469
UnSkLab,others,Asia,domestic,mktexp,82871.039063
SkLab,others,Asia,domestic,mktexp,731.21868896
Capital,others,Asia,domestic,mktexp,27884.964844
pdr,others,Asia,domestic,mktexp,756.99536133
wht,others,Asia,domestic,mktexp,331.69528198
gro,others,Asia,domestic,mktexp,357.26119995
osd,others,Asia,domestic,mktexp,631.70849609
others,others,Asia,domestic,mktexp,13756.97168
Intermediate,others,Asia,domestic,mktexp,63787.460938
Land,Intermediate,Asia,domestic,mktexp,31684.296875
UnSkLab,Intermediate,Asia,domestic,mktexp,2319075
SkLab,Intermediate,Asia,domestic,mktexp,1253034.75
Capital,Intermediate,Asia,domestic,mktexp,2807041.5
NatlRes,Intermediate,Asia,domestic,mktexp,79607.125
pdr,Intermediate,Asia,domestic,mktexp,73681.03125
wht,Intermediate,Asia,domestic,mktexp,7484.5532227
gro,Intermediate,Asia,domestic,mktexp,20140.935547
osd,Intermediate,Asia,domestic,mktexp,17728.484375
others,Intermediate,Asia,domestic,mktexp,95620.320313
Intermediate,Intermediate,Asia,domestic,mktexp,6303233.5
pdr,CGDS,Asia,domestic,mktexp,61.857513428
wht,CGDS,Asia,domestic,mktexp,70.496604919
gro,CGDS,Asia,domestic,mktexp,41.36920929
osd,CGDS,Asia,domestic,mktexp,25.463216782
others,CGDS,Asia,domestic,mktexp,714.32055664
Intermediate,CGDS,Asia,domestic,mktexp,1994623.5
Land,pdr,Europe,domestic,mktexp,185.31233215
UnSkLab,pdr,Europe,domestic,mktexp,516.59259033
SkLab,pdr,Europe,domestic,mktexp,26.408391953
Capital,pdr,Europe,domestic,mktexp,166.09233093
pdr,pdr,Europe,domestic,mktexp,109.93270874
wht,pdr,Europe,domestic,mktexp,4.5730838776
gro,pdr,Europe,domestic,mktexp,5.7592167854
osd,pdr,Europe,domestic,mktexp,3.5631828308
others,pdr,Europe,domestic,mktexp,24.920749664
Intermediate,pdr,Europe,domestic,mktexp,691.26635742
Land,wht,Europe,domestic,mktexp,11497.578125
UnSkLab,wht,Europe,domestic,mktexp,9660.0966797
SkLab,wht,Europe,domestic,mktexp,396.45513916
Capital,wht,Europe,domestic,mktexp,5006.9301758
pdr,wht,Europe,domestic,mktexp,3.250272274
wht,wht,Europe,domestic,mktexp,2512.0881348
gro,wht,Europe,domestic,mktexp,51.653354645
osd,wht,Europe,domestic,mktexp,9.9611110687
others,wht,Europe,domestic,mktexp,125.02377319
Intermediate,wht,Europe,domestic,mktexp,9989.1748047
Land,gro,Europe,domestic,mktexp,10465.173828
UnSkLab,gro,Europe,domestic,mktexp,9417.6611328
SkLab,gro,Europe,domestic,mktexp,374.67660522
Capital,gro,Europe,domestic,mktexp,5044.2260742
pdr,gro,Europe,domestic,mktexp,2.2387514114
wht,gro,Europe,domestic,mktexp,32.242118835
gro,gro,Europe,domestic,mktexp,1736.9440918
osd,gro,Europe,domestic,mktexp,8.9680089951
others,gro,Europe,domestic,mktexp,134.82510376
Intermediate,gro,Europe,domestic,mktexp,9355.3837891
Land,osd,Europe,domestic,mktexp,9277.7744141
UnSkLab,osd,Europe,domestic,mktexp,4498.1938477
SkLab,osd,Europe,domestic,mktexp,271.78485107
Capital,osd,Europe,domestic,mktexp,3053.0744629
pdr,osd,Europe,domestic,mktexp,1.2359447479
wht,osd,Europe,domestic,mktexp,20.737493515
gro,osd,Europe,domestic,mktexp,13.213829041
osd,osd,Europe,domestic,mktexp,395.9602356
others,osd,Europe,domestic,mktexp,54.368835449
Intermediate,osd,Europe,domestic,mktexp,3034.6791992
Land,others,Europe,domestic,mktexp,17351.558594
UnSkLab,others,Europe,domestic,mktexp,60755.050781
SkLab,others,Europe,domestic,mktexp,3014.3959961
Capital,others,Europe,domestic,mktexp,20929.751953
pdr,others,Europe,domestic,mktexp,17.504142761
wht,others,Europe,domestic,mktexp,203.03009033
gro,others,Europe,domestic,mktexp,200.05693054
osd,others,Europe,domestic,mktexp,42.552963257
others,others,Europe,domestic,mktexp,7363.5874023
Intermediate,others,Europe,domestic,mktexp,43062.019531
Land,Intermediate,Europe,domestic,mktexp,13731.875977
UnSkLab,Intermediate,Europe,domestic,mktexp,2698140.5
SkLab,Intermediate,Europe,domestic,mktexp,1778833.125
Capital,Intermediate,Europe,domestic,mktexp,3634591
NatlRes,Intermediate,Europe,domestic,mktexp,47391.589844
pdr,Intermediate,Europe,domestic,mktexp,1197.0441895
wht,Intermediate,Europe,domestic,mktexp,18053.494141
gro,Intermediate,Europe,domestic,mktexp,20031.234375
osd,Intermediate,Europe,domestic,mktexp,8100.8701172
others,Intermediate,Europe,domestic,mktexp,63924.910156
Intermediate,Intermediate,Europe,domestic,mktexp,6559191
pdr,CGDS,Europe,domestic,mktexp,0.66912978888
wht,CGDS,Europe,domestic,mktexp,10.672968864
gro,CGDS,Europe,domestic,mktexp,10.767807007
osd,CGDS,Europe,domestic,mktexp,3.3435134888
others,CGDS,Europe,domestic,mktexp,580.56738281
Intermediate,CGDS,Europe,domestic,mktexp,1333364.5
Land,pdr,N_America,domestic,mktexp,482.67971802
UnSkLab,pdr,N_America,domestic,mktexp,379.53005981
SkLab,pdr,N_America,domestic,mktexp,23.761047363
Capital,pdr,N_America,domestic,mktexp,336.73330688
pdr,pdr,N_America,domestic,mktexp,70.936889648
wht,pdr,N_America,domestic,mktexp,9.88327316008508E-0004
gro,pdr,N_America,domestic,mktexp,1.67565920855850E-0003
osd,pdr,N_America,domestic,mktexp,0.59807401896
others,pdr,N_America,domestic,mktexp,9.4297199249
Intermediate,pdr,N_America,domestic,mktexp,595.15112305
Land,wht,N_America,domestic,mktexp,7717.6015625
UnSkLab,wht,N_America,domestic,mktexp,3245.2685547
SkLab,wht,N_America,domestic,mktexp,234.92024231
Capital,wht,N_America,domestic,mktexp,3261.2050781
pdr,wht,N_America,domestic,mktexp,8.38101375848055E-0003
wht,wht,N_America,domestic,mktexp,455.24383545
gro,wht,N_America,domestic,mktexp,67.588760376
osd,wht,N_America,domestic,mktexp,8.65350914
others,wht,N_America,domestic,mktexp,84.574317932
Intermediate,wht,N_America,domestic,mktexp,6087.1904297
Land,gro,N_America,domestic,mktexp,21450.572266
UnSkLab,gro,N_America,domestic,mktexp,11388.290039
SkLab,gro,N_America,domestic,mktexp,697.79211426
Capital,gro,N_America,domestic,mktexp,10161.572266
pdr,gro,N_America,domestic,mktexp,0.22449372709
wht,gro,N_America,domestic,mktexp,10.486843109
gro,gro,N_America,domestic,mktexp,894.99749756
osd,gro,N_America,domestic,mktexp,29.271551132
others,gro,N_America,domestic,mktexp,693.07043457
Intermediate,gro,N_America,domestic,mktexp,23644.333984
Land,osd,N_America,domestic,mktexp,4709.2128906
UnSkLab,osd,N_America,domestic,mktexp,4859.9609375
SkLab,osd,N_America,domestic,mktexp,371.8348999
Capital,osd,N_America,domestic,mktexp,4953.9399414
pdr,osd,N_America,domestic,mktexp,0.11661379039
wht,osd,N_America,domestic,mktexp,12.991897583
gro,osd,N_America,domestic,mktexp,53.593151093
osd,osd,N_America,domestic,mktexp,1718.8879395
others,osd,N_America,domestic,mktexp,0.61745250225
Intermediate,osd,N_America,domestic,mktexp,8821.046875
Land,others,N_America,domestic,mktexp,15225.856445
UnSkLab,others,N_America,domestic,mktexp,20935.050781
SkLab,others,N_America,domestic,mktexp,1213.329834
Capital,others,N_America,domestic,mktexp,17578.707031
pdr,others,N_America,domestic,mktexp,0.38441473246
wht,others,N_America,domestic,mktexp,18.639089584
gro,others,N_America,domestic,mktexp,77.00642395
osd,others,N_America,domestic,mktexp,0.26396080852
others,others,N_America,domestic,mktexp,1776.6524658
Intermediate,others,N_America,domestic,mktexp,28590.767578
Land,Intermediate,N_America,domestic,mktexp,9267.5478516
UnSkLab,Intermediate,N_America,domestic,mktexp,3137545.5
SkLab,Intermediate,N_America,domestic,mktexp,2155528.5
Capital,Intermediate,N_America,domestic,mktexp,3373076.25
NatlRes,Intermediate,N_America,domestic,mktexp,39438.40625
pdr,Intermediate,N_America,domestic,mktexp,1224.5667725
wht,Intermediate,N_America,domestic,mktexp,7001.5043945
gro,Intermediate,N_America,domestic,mktexp,41287.609375
osd,Intermediate,N_America,domestic,mktexp,12341.597656
others,Intermediate,N_America,domestic,mktexp,36632.578125
Intermediate,Intermediate,N_America,domestic,mktexp,6310966.5
pdr,CGDS,N_America,domestic,mktexp,3.57073076884262E-0005
wht,CGDS,N_America,domestic,mktexp,1.19301525410264E-0003
gro,CGDS,N_America,domestic,mktexp,1.46496412344276E-0003
osd,CGDS,N_America,domestic,mktexp,31.367525101
others,CGDS,N_America,domestic,mktexp,498.58312988
Intermediate,CGDS,N_America,domestic,mktexp,1386837.25
Land,pdr,Oceania,domestic,mktexp,27.212944031
UnSkLab,pdr,Oceania,domestic,mktexp,55.67445755
SkLab,pdr,Oceania,domestic,mktexp,3.0488348007
Capital,pdr,Oceania,domestic,mktexp,32.664016724
pdr,pdr,Oceania,domestic,mktexp,0.051999628544
wht,pdr,Oceania,domestic,mktexp,9.66095030889846E-0005
gro,pdr,Oceania,domestic,mktexp,1.66291836649179E-0004
osd,pdr,Oceania,domestic,mktexp,7.34119676053524E-0003
others,pdr,Oceania,domestic,mktexp,12.265862465
Intermediate,pdr,Oceania,domestic,mktexp,71.314353943
Land,wht,Oceania,domestic,mktexp,361.38769531
UnSkLab,wht,Oceania,domestic,mktexp,789.97857666
SkLab,wht,Oceania,domestic,mktexp,41.763977051
Capital,wht,Oceania,domestic,mktexp,446.95431519
pdr,wht,Oceania,domestic,mktexp,4.8121566772
wht,wht,Oceania,domestic,mktexp,89.302947998
gro,wht,Oceania,domestic,mktexp,40.380374908
osd,wht,Oceania,domestic,mktexp,4.7226982117
others,wht,Oceania,domestic,mktexp,179.04847717
Intermediate,wht,Oceania,domestic,mktexp,1098.8248291
Land,gro,Oceania,domestic,mktexp,195.59919739
UnSkLab,gro,Oceania,domestic,mktexp,417.75604248
SkLab,gro,Oceania,domestic,mktexp,22.12812233
Capital,gro,Oceania,domestic,mktexp,236.78404236
pdr,gro,Oceania,domestic,mktexp,1.346868515
wht,gro,Oceania,domestic,mktexp,46.221569061
gro,gro,Oceania,domestic,mktexp,21.722690582
osd,gro,Oceania,domestic,mktexp,1.8693082333
others,gro,Oceania,domestic,mktexp,100.30118561
Intermediate,gro,Oceania,domestic,mktexp,573.69458008
Land,osd,Oceania,domestic,mktexp,25.940336227
UnSkLab,osd,Oceania,domestic,mktexp,57.695625305
SkLab,osd,Oceania,domestic,mktexp,3.0281057358
Capital,osd,Oceania,domestic,mktexp,32.464935303
pdr,osd,Oceania,domestic,mktexp,1.97353586554527E-0003
wht,osd,Oceania,domestic,mktexp,6.6712284088
gro,osd,Oceania,domestic,mktexp,1.2304965258
osd,osd,Oceania,domestic,mktexp,6.508869648
others,osd,Oceania,domestic,mktexp,126.05831909
Intermediate,osd,Oceania,domestic,mktexp,81.029212952
Land,others,Oceania,domestic,mktexp,1085.0874023
UnSkLab,others,Oceania,domestic,mktexp,2649.6477051
SkLab,others,Oceania,domestic,mktexp,138.13874817
Capital,others,Oceania,domestic,mktexp,1472.6569824
pdr,others,Oceania,domestic,mktexp,2.1399998665
wht,others,Oceania,domestic,mktexp,28.232780457
gro,others,Oceania,domestic,mktexp,13.781455994
osd,others,Oceania,domestic,mktexp,21.289108276
others,others,Oceania,domestic,mktexp,1240.6799316
Intermediate,others,Oceania,domestic,mktexp,2328.2932129
Land,Intermediate,Oceania,domestic,mktexp,1596.1818848
UnSkLab,Intermediate,Oceania,domestic,mktexp,125626.34375
SkLab,Intermediate,Oceania,domestic,mktexp,89636.765625
Capital,Intermediate,Oceania,domestic,mktexp,181784.53125
NatlRes,Intermediate,Oceania,domestic,mktexp,5412.2397461
pdr,Intermediate,Oceania,domestic,mktexp,169.84623718
wht,Intermediate,Oceania,domestic,mktexp,717.12835693
gro,Intermediate,Oceania,domestic,mktexp,1185.0222168
osd,Intermediate,Oceania,domestic,mktexp,136.05769348
others,Intermediate,Oceania,domestic,mktexp,3113.5839844
Intermediate,Intermediate,Oceania,domestic,mktexp,328403.90625
pdr,CGDS,Oceania,domestic,mktexp,2.20106676351861E-0006
wht,CGDS,Oceania,domestic,mktexp,0.70100963116
gro,CGDS,Oceania,domestic,mktexp,0.3505448699
osd,CGDS,Oceania,domestic,mktexp,0.058427486569
others,CGDS,Oceania,domestic,mktexp,7.4102773666
Intermediate,CGDS,Oceania,domestic,mktexp,78831.304688
Land,pdr,S_America,domestic,mktexp,1060.3731689
UnSkLab,pdr,S_America,domestic,mktexp,1648.4857178
SkLab,pdr,S_America,domestic,mktexp,40.819564819
Capital,pdr,S_America,domestic,mktexp,2396.4714355
pdr,pdr,S_America,domestic,mktexp,124.96606445
wht,pdr,S_America,domestic,mktexp,76.929100037
gro,pdr,S_America,domestic,mktexp,122.51687622
osd,pdr,S_America,domestic,mktexp,29.06448555
others,pdr,S_America,domestic,mktexp,336.80548096
Intermediate,pdr,S_America,domestic,mktexp,2226.9685059
Land,wht,S_America,domestic,mktexp,1607.5557861
UnSkLab,wht,S_America,domestic,mktexp,2577.4436035
SkLab,wht,S_America,domestic,mktexp,65.366676331
Capital,wht,S_America,domestic,mktexp,2324.7092285
pdr,wht,S_America,domestic,mktexp,10.358880997
wht,wht,S_America,domestic,mktexp,598.93121338
gro,wht,S_America,domestic,mktexp,82.806625366
osd,wht,S_America,domestic,mktexp,20.298931122
others,wht,S_America,domestic,mktexp,209.8092804
Intermediate,wht,S_America,domestic,mktexp,2148.9880371
Land,gro,S_America,domestic,mktexp,1926.7073975
UnSkLab,gro,S_America,domestic,mktexp,3064.3400879
SkLab,gro,S_America,domestic,mktexp,79.521194458
Capital,gro,S_America,domestic,mktexp,3164.3491211
pdr,gro,S_America,domestic,mktexp,19.644899368
wht,gro,S_America,domestic,mktexp,85.712875366
gro,gro,S_America,domestic,mktexp,447.6713562
osd,gro,S_America,domestic,mktexp,43.41047287
others,gro,S_America,domestic,mktexp,360.03646851
Intermediate,gro,S_America,domestic,mktexp,2378.4025879
Land,osd,S_America,domestic,mktexp,3237.3383789
UnSkLab,osd,S_America,domestic,mktexp,5095.6108398
SkLab,osd,S_America,domestic,mktexp,144.16430664
Capital,osd,S_America,domestic,mktexp,5999.7353516
pdr,osd,S_America,domestic,mktexp,29.111215591
wht,osd,S_America,domestic,mktexp,142.39349365
gro,osd,S_America,domestic,mktexp,233.54779053
osd,osd,S_America,domestic,mktexp,1415.699707
others,osd,S_America,domestic,mktexp,24.893846512
Intermediate,osd,S_America,domestic,mktexp,3119.2521973
Land,others,S_America,domestic,mktexp,14979.049805
UnSkLab,others,S_America,domestic,mktexp,23597.494141
SkLab,others,S_America,domestic,mktexp,574.10272217
Capital,others,S_America,domestic,mktexp,28923.064453
pdr,others,S_America,domestic,mktexp,202.49023438
wht,others,S_America,domestic,mktexp,850.60839844
gro,others,S_America,domestic,mktexp,1333.3959961
osd,others,S_America,domestic,mktexp,55.077178955
others,others,S_America,domestic,mktexp,5258.5571289
Intermediate,others,S_America,domestic,mktexp,26272.515625
Land,Intermediate,S_America,domestic,mktexp,10434.055664
UnSkLab,Intermediate,S_America,domestic,mktexp,453677.21875
SkLab,Intermediate,S_America,domestic,mktexp,211766.625
Capital,Intermediate,S_America,domestic,mktexp,679405.4375
NatlRes,Intermediate,S_America,domestic,mktexp,14453.18457
pdr,Intermediate,S_America,domestic,mktexp,6205.7993164
wht,Intermediate,S_America,domestic,mktexp,5792.534668
gro,Intermediate,S_America,domestic,mktexp,6444.9746094
osd,Intermediate,S_America,domestic,mktexp,11588.144531
others,Intermediate,S_America,domestic,mktexp,43900.554688
Intermediate,Intermediate,S_America,domestic,mktexp,1119520.875
pdr,CGDS,S_America,domestic,mktexp,10.824789047
wht,CGDS,S_America,domestic,mktexp,45.752281189
gro,CGDS,S_America,domestic,mktexp,46.995830536
osd,CGDS,S_America,domestic,mktexp,228.23023987
others,CGDS,S_America,domestic,mktexp,2955.84375
Intermediate,CGDS,S_America,domestic,mktexp,259136.32813
Land,pdr,ROW,domestic,mktexp,735.09796143
UnSkLab,pdr,ROW,domestic,mktexp,645.96343994
SkLab,pdr,ROW,domestic,mktexp,7.2468042374
Capital,pdr,ROW,domestic,mktexp,131.01296997
pdr,pdr,ROW,domestic,mktexp,199.18403625
wht,pdr,ROW,domestic,mktexp,0.72864329815
gro,pdr,ROW,domestic,mktexp,0.92835503817
osd,pdr,ROW,domestic,mktexp,1.3622559309
others,pdr,ROW,domestic,mktexp,4.5031871796
Intermediate,pdr,ROW,domestic,mktexp,508.8298645
Land,wht,ROW,domestic,mktexp,919.47241211
UnSkLab,wht,ROW,domestic,mktexp,807.98144531
SkLab,wht,ROW,domestic,mktexp,9.0644187927
Capital,wht,ROW,domestic,mktexp,163.87313843
pdr,wht,ROW,domestic,mktexp,0.41838309169
wht,wht,ROW,domestic,mktexp,300.85061646
gro,wht,ROW,domestic,mktexp,3.4362447262
osd,wht,ROW,domestic,mktexp,1.3684083223
others,wht,ROW,domestic,mktexp,4.7001252174
Intermediate,wht,ROW,domestic,mktexp,1018.2695923
Land,gro,ROW,domestic,mktexp,926.22692871
UnSkLab,gro,ROW,domestic,mktexp,813.91699219
SkLab,gro,ROW,domestic,mktexp,9.1310081482
Capital,gro,ROW,domestic,mktexp,165.07696533
pdr,gro,ROW,domestic,mktexp,2.5982561111
wht,gro,ROW,domestic,mktexp,5.1398749352
gro,gro,ROW,domestic,mktexp,229.58343506
osd,gro,ROW,domestic,mktexp,5.2662820816
others,gro,ROW,domestic,mktexp,16.448045731
Intermediate,gro,ROW,domestic,mktexp,1262.1976318
Land,osd,ROW,domestic,mktexp,489.9017334
UnSkLab,osd,ROW,domestic,mktexp,430.49856567
SkLab,osd,ROW,domestic,mktexp,4.8295903206
Capital,osd,ROW,domestic,mktexp,87.312820435
pdr,osd,ROW,domestic,mktexp,5.1534080505
wht,osd,ROW,domestic,mktexp,5.2916440964
gro,osd,ROW,domestic,mktexp,5.137304306
osd,osd,ROW,domestic,mktexp,21.674646378
others,osd,ROW,domestic,mktexp,26.128894806
Intermediate,osd,ROW,domestic,mktexp,333.99475098
Land,others,ROW,domestic,mktexp,5316.0102539
UnSkLab,others,ROW,domestic,mktexp,4671.4160156
SkLab,others,ROW,domestic,mktexp,52.406734467
Capital,others,ROW,domestic,mktexp,947.44689941
pdr,others,ROW,domestic,mktexp,15.926457405
wht,others,ROW,domestic,mktexp,15.723378181
gro,others,ROW,domestic,mktexp,17.142843246
osd,others,ROW,domestic,mktexp,25.557746887
others,others,ROW,domestic,mktexp,596.65289307
Intermediate,others,ROW,domestic,mktexp,2995.9438477
Land,Intermediate,ROW,domestic,mktexp,2869.048584
UnSkLab,Intermediate,ROW,domestic,mktexp,71287.367188
SkLab,Intermediate,ROW,domestic,mktexp,27964.583984
Capital,Intermediate,ROW,domestic,mktexp,99751.5625
NatlRes,Intermediate,ROW,domestic,mktexp,1355.0128174
pdr,Intermediate,ROW,domestic,mktexp,1097.6125488
wht,Intermediate,ROW,domestic,mktexp,2371.9648438
gro,Intermediate,ROW,domestic,mktexp,2609.9226074
osd,Intermediate,ROW,domestic,mktexp,798.378479
